# {
#     "changing_threshold": 0.1,
#     "command": "/SAN/vyplab/alb_projects/pipelines/splicing/env/bin/voila tsv /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/builder/splicegraph.sql /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi/Control1-TDP43KD1.deltapsi.voila -f /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi_voila_tsv/Control1-TDP43KD1.psi.tsv --threshold 0.1",
#     "group_sizes": {
#         "Control1": 4,
#         "TDP43KD1": 4
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.3"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	Control1_mean_psi	TDP43KD1_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
ANK2	ENSG00000145362.21	ENSG00000145362.21:s:112904455-112906508	0.0006;0.0001;-0.0000;0.1025;-0.0654;-0.0373	9.166e-06;5.319e-07;9.150e-07;5.412e-01;2.648e-01;1.580e-01	9.769e-01;9.969e-01;9.916e-01;5.840e-02;1.762e-01;2.768e-01	0.0010;0.0010;0.0120;0.0300;0.1207;0.8420	0.0194;0.0059;0.0118;0.1458;0.0360;0.7778	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	6	7	1;0;0;1;0;0	chr4	+	112904514-112917376;112904514-112949105;112904514-113026101;112904514-113027489;112904514-113151080;112904514-113174416	112904455-112906508;112917376-na;112949105-112949215;113026101-113026432;113027489-na;113151080-113151208;113174416-113174517		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A113174517-112904455
ANK2	ENSG00000145362.21	ENSG00000145362.21:s:113330246-113330470	-0.2165;0.2165	9.704e-01;9.704e-01	6.364e-04;6.364e-04	0.6028;0.3972	0.3718;0.6282	s|1e1.1o1|1e2.1o1	2	3	0;0	chr4	+	113330470-113331972;113330470-113333054	113330246-113330470;113331647-113332070;113332985-113333208		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A113333208-113330246
ANK2	ENSG00000145362.21	ENSG00000145362.21:s:113350228-113351700	-0.3647;0.3647	1.000e+00;1.000e+00	7.434e-11;7.420e-11	0.6165;0.3835	0.2546;0.7454	s|1e1.1o1|1e2.1o1	2	3	0;0	chr4	+	113350249-113353045;113350249-113360823	113350228-113351700;113353045-113353764;113359643-113360897		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A113360897-113350228
ANK2	ENSG00000145362.21	ENSG00000145362.21:t:113332985-113333208	0.2055;-0.2055	9.303e-01;9.303e-01	3.105e-03;3.105e-03	0.4647;0.5353	0.6797;0.3203	t|1e1.1o1|1e2.1o1	2	3	0;0	chr4	+	113330470-113333054;113332070-113333054	113330246-113330470;113331647-113332070;113332985-113333208		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A113333208-113330246
ANK2	ENSG00000145362.21	ENSG00000145362.21:t:113359643-113360897	0.0000;0.0000;0.2886;-0.3020	6.845e-21;6.845e-21;1.000e+00;1.000e+00	9.999e-01;1.000e+00;2.716e-10;1.849e-11	0.0109;0.0004;0.2678;0.7176	0.0173;0.0058;0.5641;0.4121	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1;0;0;0	chr4	+	113346022-113360823;113348308-113360823;113350249-113360823;113359299-113360823	113345900-113347792;113347796-113348308;113350228-113351700;113357694-113359299;113359643-113360897		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A113360897-113345900
GIN1	ENSG00000145723.17	ENSG00000145723.17:s:103108569-103108714	-0.1414;0.1414	6.016e-01;6.016e-01	3.147e-02;3.147e-02	0.8587;0.1413	0.6636;0.3364	s|1e1.1o1|1e2.1o1	2	3	0;0	chr5	-	103106909-103108569;103104846-103108569	103104541-103104846;103106564-103106909;103108569-103108714		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A103108714-103104541
ARHGAP26	ENSG00000145819.18	ENSG00000145819.18:s:143213997-143214088	-0.0000;0.0672;0.0400;-0.1400	1.337e-08;3.080e-01;7.955e-02;7.071e-01	9.999e-01;1.523e-01;3.794e-01;2.611e-02	0.0020;0.0802;0.0098;0.9009	0.0017;0.1774;0.0806;0.7470	s|1e1.1o2|2e1.1o2|2e1.2o2|2e2.1o1	4	3	0;0;1;0	chr5	+	143214085-143216187;143214088-143216187;143214088-143216190;143214088-143222358	143213997-143214088;143216187-143216833;143222358-143229011		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A143229011-143213997
DDX46	ENSG00000145833.16	ENSG00000145833.16:s:134828659-134831121	-0.0959;-0.4096;0.0169;0.5145	4.711e-01;9.828e-01;7.986e-02;9.913e-01	7.526e-02;3.061e-04;4.041e-01;1.159e-04	0.1850;0.5645;0.0700;0.1906	0.0593;0.1383;0.1022;0.6991	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	4	3	0;1;1;1	chr5	+	134828746-134833581;134828746-134854898;134828863-134833581;134828863-134854898	134828659-134831121;134833581-134833623;134854898-134855133		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A134855133-134828659
DDX46	ENSG00000145833.16	ENSG00000145833.16:t:134854898-134855133	-0.4890;0.4367;0.0244	9.987e-01;9.711e-01;1.672e-01	1.557e-05;5.017e-04;2.472e-01	0.6109;0.2080;0.1705	0.1299;0.6528;0.2088	t|1e1.1o2|1e1.2o2|1e2.1o1	3	3	1;1;0	chr5	+	134828746-134854898;134828863-134854898;134833623-134854898	134828659-134831121;134833581-134833623;134854898-134855133		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A134855133-134828659
FAM193B	ENSG00000146067.16	ENSG00000146067.16:t:177531282-177531834	0.1242;-0.0005;-0.1185	5.860e-01;5.553e-05;5.620e-01	4.295e-02;9.682e-01;4.847e-02	0.4440;0.0175;0.5409	0.6009;0.0140;0.3858	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr5	-	177531521-177532443;177531521-177532156;177531521-177531953	177531282-177531834;177531953-177532131;177532156-177532200;177532443-177532641		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A177532641-177531282
FAM193B	ENSG00000146067.16	ENSG00000146067.16:t:177538905-177539351	0.0889;-0.1464;-0.0001;0.0095;0.0006;0.0114	4.365e-01;7.230e-01;2.613e-07;6.619e-02;2.656e-05;2.018e-03	9.296e-02;2.356e-02;9.969e-01;4.363e-01;9.378e-01;7.068e-01	0.2395;0.4052;0.0081;0.3110;0.0185;0.0115	0.3524;0.2443;0.0007;0.3282;0.0257;0.0495	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e1.1o1|2e2.1o1	6	5	0;0;0;0;1;0	chr5	-	177539147-177554249;177539147-177553168;177539147-177552042;177539147-177547168;177539042-177554249;177539042-177553168	177538905-177539351;177547168-177547228;177552042-177552131;177553168-177553359;177554249-177554563		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A177554563-177538905
FAM193B	ENSG00000146067.16	ENSG00000146067.16:t:177553168-177553359	-0.0025;0.0299;0.0847;-0.1342	4.131e-04;5.326e-02;3.619e-01;7.184e-01	9.003e-01;4.466e-01;1.280e-01;2.590e-02	0.0274;0.0082;0.0016;0.9597	0.0013;0.0629;0.1118;0.8168	t|1e2.1o1|2e1.1o1|2e2.1o1|i	4	3	1;1;0;0	chr5	-	177553359-177553497;177553350-177554249;177553350-177553497;177553360-177553496	177553168-177553359;177553497-177553802;177554249-177554563	177553360-177553496	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A177554563-177553168
PM20D2	ENSG00000146281.6	ENSG00000146281.6:t:89149265-89149413	-0.0885;0.1130;-0.0021	4.312e-01;6.132e-01;1.604e-04	9.551e-02;4.412e-02;9.021e-01	0.9307;0.0382;0.0305	0.8289;0.1557;0.0133	t|1e1.1o1|1e2.1o1|i	3	3	0;1;1	chr6	+	89146609-89149265;89148574-89149265;89148575-89149264	89146055-89146609;89148525-89148574;89149265-89149413	89148575-89149264	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A89149413-89146055
WASH2P	ENSG00000146556.14	ENSG00000146556.14:s:113588550-113588703	0.0014;0.0002;0.0001;-0.0005;0.1701;0.0038;-0.2395	1.911e-04;1.254e-05;1.108e-05;5.286e-04;7.654e-01;4.684e-03;8.934e-01	9.403e-01;9.891e-01;9.917e-01;9.208e-01;1.588e-02;7.609e-01;4.084e-03	0.0021;0.0021;0.0021;0.0164;0.1761;0.0086;0.7871	0.0239;0.0096;0.0079;0.0213;0.3781;0.0360;0.5299	s|1e1.1o1|1e2.1o4|1e2.2o4|1e2.3o4|1e2.4o4|1e3.1o1|i	7	4	1;1;1;1;0;1;1	chr2	+	113588703-113593143;113588703-113594288;113588703-113595050;113588703-113595060;113588703-113595063;113588703-113595369;113588704-113594175	113588550-113588703;113593143-na;113594176-113595161;113595369-113595515	113588704-113594175	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A113595515-113588550
DENND2A	ENSG00000146966.13	ENSG00000146966.13:t:140601403-140602542	0.0000;0.1104;-0.1109	1.484e-06;5.181e-01;5.203e-01	9.987e-01;5.544e-02;5.484e-02	0.0032;0.2345;0.7623	0.0040;0.3889;0.6076	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr7	-	140602542-140673874;140602542-140640504;140602542-140605705	140601403-140602542;140605705-140605806;140640504-140640813;140673874-140673993		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A140673993-140601403
DIAPH2	ENSG00000147202.18	ENSG00000147202.18:t:96738586-96738762	-0.1106;0.1106	5.262e-01;5.262e-01	5.641e-02;5.641e-02	0.2574;0.7426	0.1003;0.8997	t|1e1.1o1|1e2.1o1	2	3	1;0	chrX	+	96685190-96738586;96735790-96738586	96684663-96685190;96735758-96735790;96738586-96738762		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A96738762-96684663
SLC39A4	ENSG00000147804.10	ENSG00000147804.10:t:144412759-144412946	-0.1207;0.1207	6.294e-01;6.294e-01	4.176e-02;4.176e-02	0.3169;0.6831	0.1772;0.8228	t|1e1.1o1|1e2.1o1	2	3	0;0	chr8	-	144412946-144413513;144412946-144413237	144412759-144412946;144413237-144413389;144413513-144413591		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A144413591-144412759
AUH	ENSG00000148090.12	ENSG00000148090.12:s:91217277-91217327	0.1591;-0.1591	8.386e-01;8.386e-01	1.051e-02;1.051e-02	0.8023;0.1977	0.9697;0.0303	s|1e1.1o1|1e2.1o1	2	3	0;0	chr9	-	91216106-91217277;91214425-91217277	91213815-91214425;91216059-91216106;91217277-91217327		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A91217327-91213815
AUH	ENSG00000148090.12	ENSG00000148090.12:t:91213815-91214425	-0.1221;0.1221	6.654e-01;6.654e-01	3.358e-02;3.358e-02	0.1612;0.8388	0.0288;0.9712	t|1e1.1o1|1e2.1o1	2	3	0;0	chr9	-	91214425-91217277;91214425-91216059	91213815-91214425;91216059-91216106;91217277-91217327		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A91217327-91213815
SEC16A	ENSG00000148396.18	ENSG00000148396.18:s:136446855-136447055	-0.1107;0.0090;0.0913	5.897e-01;3.419e-03;4.482e-01	4.432e-02;7.130e-01;9.152e-02	0.8367;0.0539;0.1088	0.7177;0.0747;0.2097	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr9	-	136445719-136446855;136445111-136446855;136443900-136446855	136443823-136444082;136445052-136445111;136445645-136445719;136446855-136447055		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A136447055-136443823
CELF1	ENSG00000149187.18	ENSG00000149187.18:t:47465933-47468891	0.1180;-0.1180	6.425e-01;6.425e-01	3.765e-02;3.765e-02	0.6024;0.3976	0.7246;0.2754	t|1e1.1o1|i	2	2	0;0	chr11	-	47468891-47472191;47468892-47470293	47465933-47468891;47472191-47472377	47468892-47470293	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A47472377-47465933
CHEK1	ENSG00000149554.14	ENSG00000149554.14:s:125655225-125655710	-0.1648;0.0540;0.0781	8.604e-01;2.232e-01;3.762e-01	8.372e-03;2.118e-01;1.197e-01	0.3673;0.1530;0.4885	0.1957;0.2234;0.5824	s|1e1.1o1|1e2.1o1|i	3	3	0;0;0	chr11	+	125655347-125656206;125655347-125675928;125655711-125656205	125655225-125655710;125656206-125657147;125675928-125676255	125655711-125656205	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A125676255-125655225
DSN1	ENSG00000149636.16	ENSG00000149636.16:s:36771425-36771473	-0.1036;0.0010;-0.0040;0.1114	5.429e-01;1.566e-05;3.257e-04;5.882e-01	6.221e-02;9.520e-01;8.527e-01;4.960e-02	0.8954;0.0091;0.0361;0.0582	0.7779;0.0271;0.0169;0.1745	s|1e1.1o1|1e2.1o3|1e2.2o3|1e3.1o1	4	4	0;1;0;0	chr20	-	36771193-36771425;36771024-36771425;36770977-36771425;36768042-36771425	36767969-36768042;36770873-36771024;36771115-36771193;36771425-36771473		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A36771473-36767969
DSN1	ENSG00000149636.16	ENSG00000149636.16:s:36773394-36773818	0.1836;-0.0113;0.0000;-0.0661;0.0000;-0.0834	9.333e-01;1.186e-02;6.690e-21;2.502e-01;6.690e-21;3.894e-01	2.439e-03;6.248e-01;1.000e+00;1.853e-01;1.000e+00;1.125e-01	0.5228;0.1215;0.0004;0.1676;0.0004;0.1881	0.7086;0.1028;0.0004;0.0910;0.0027;0.0950	s|1e1.1o1|1e2.1o1|1e3.1o3|2e1.1o1|2e4.1o1|i	6	5	0;0;0;0;0;1	chr20	-	36771473-36773662;36771193-36773662;36771024-36773662;36771473-36773394;36768042-36773394;36771474-36773393	36767969-36768042;36770873-36771024;36771115-36771193;36771425-36771473;36773394-36773818	36771474-36773393	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A36773818-36767969
TMCO3	ENSG00000150403.18	ENSG00000150403.18:t:113548303-113548452	-0.1025;0.1025	5.305e-01;5.305e-01	6.581e-02;6.581e-02	0.2649;0.7351	0.1427;0.8573	t|1e1.1o1|1e2.1o1	2	3	1;0	chr13	+	113539507-113548303;113547379-113548303	113539357-113539507;113547149-113547379;113548303-113548452		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A113548452-113539357
DOCK1	ENSG00000150760.13	ENSG00000150760.13:t:127384790-127384909	-0.2049;0.2049	9.635e-01;9.635e-01	7.092e-04;7.092e-04	0.9985;0.0015	0.7636;0.2364	t|1e1.1o1|1e2.1o1	2	3	0;1	chr10	+	127381368-127384790;127382041-127384790	127381278-127381368;127381953-127382041;127384790-127384909		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A127384909-127381278
RILPL2	ENSG00000150977.11	ENSG00000150977.11:t:123423044-123423157	0.1187;-0.1187	5.251e-01;5.251e-01	4.603e-02;4.603e-02	0.1172;0.8828	0.2669;0.7331	t|1e1.1o1|1e2.1o1	2	3	1;0	chr12	-	123423157-123436082;123423157-123430508	123423044-123423157;123430508-123430659;123436082-123436684		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A123436684-123423044
C4orf33	ENSG00000151470.13	ENSG00000151470.13:t:129109473-129109966	0.1391;-0.1391	5.730e-01;5.730e-01	3.398e-02;3.398e-02	0.1194;0.8806	0.3013;0.6987	t|1e1.1o1|1e2.1o1	2	3	0;0	chr4	+	129106647-129109473;129109358-129109473	129106587-129106647;129109307-129109358;129109473-129109966		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A129109966-129106587
NBAS	ENSG00000151779.13	ENSG00000151779.13:s:15186742-15186880	0.1323;-0.1323	6.986e-01;6.986e-01	2.877e-02;2.877e-02	0.7553;0.2447	0.9082;0.0918	s|1e1.1o1|1e2.1o1	2	3	0;0	chr2	-	15179116-15186742;15167323-15186742	15166914-15167323;15178988-15180378;15186742-15186880		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A15186880-15166914
BEND6	ENSG00000151917.18	ENSG00000151917.18:t:57026082-57027346	0.1974;-0.1974	8.121e-01;8.121e-01	9.924e-03;9.924e-03	0.0796;0.9204	0.3046;0.6954	t|1e1.1o1|1e2.1o1	2	3	1;0	chr6	+	57015353-57026082;57018557-57026082	57015133-57015353;57018421-57018557;57026082-57027346		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A57027346-57015133
XRCC4	ENSG00000152422.16	ENSG00000152422.16:s:83077498-83077662	-0.1632;0.1632	7.563e-01;7.563e-01	1.732e-02;1.732e-02	0.8994;0.1006	0.7125;0.2875	s|1e1.1o1|2e1.1o1	2	2	0;0	chr5	+	83077615-83104910;83077662-83104910	83077498-83077662;83104908-83105058		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A83105058-83077498
SAR1B	ENSG00000152700.14	ENSG00000152700.14:s:134632728-134632828	0.0000;0.1218;0.0000;0.0000;-0.1216	6.845e-21;6.732e-01;6.845e-21;6.845e-21;6.715e-01	1.000e+00;2.862e-02;1.000e+00;1.000e+00;2.909e-02	0.0005;0.1168;0.0005;0.0005;0.8816	0.0005;0.2447;0.0005;0.0005;0.7540	s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|1e3.1o1	5	4	0;0;1;0;0	chr5	-	134632199-134632728;134632195-134632728;134632174-134632728;134625876-134632728;134624037-134632728	134623962-134624037;134625777-134625876;134631602-134632199;134632728-134632828		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A134632828-134623962
CAST	ENSG00000153113.24	ENSG00000153113.24:t:96722639-96722718	0.0000;0.0000;-0.2629;0.2624;0.0000;0.0000;0.0000	6.845e-21;6.845e-21;9.998e-01;9.997e-01;6.845e-21;6.845e-21;6.845e-21	1.000e+00;1.000e+00;1.080e-07;7.025e-08;1.000e+00;1.000e+00;1.000e+00	0.0002;0.0062;0.5833;0.4109;0.0002;0.0002;0.0002	0.0003;0.0059;0.3199;0.6727;0.0003;0.0003;0.0003	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o2|1e5.2o2|1e6.1o1	7	7	0;1;0;0;0;0;0	chr5	+	96662497-96722639;96675601-96722639;96695907-96722639;96702915-96722639;96703372-96722639;96703424-96722639;96712473-96722639	96662203-96662497;96675539-96675953;96695785-96696294;96702781-96702915;96703188-96703424;96712349-96712473;96722639-96722718		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A96722718-96662203
TRIP12	ENSG00000153827.14	ENSG00000153827.14:s:229807319-229807864	-0.1020;0.0591;0.0261;0.0000	5.260e-01;1.436e-01;4.787e-02;6.860e-21	5.851e-02;2.873e-01;4.701e-01;9.983e-01	0.7397;0.1202;0.1234;0.0244	0.6217;0.1854;0.1538;0.0277	s|1e1.1o2|1e1.2o2|2e1.1o2|2e1.2o2	4	2	0;0;0;1	chr2	-	229805883-229807708;229805802-229807708;229805883-229807705;229805802-229807705	229805730-229806149;229807319-229807864		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A229807864-229805730
DISP1	ENSG00000154309.9	ENSG00000154309.9:s:222815022-222815078	-0.0943;0.1155;-0.0882;-0.0000;0.0748	4.597e-01;5.379e-01;4.199e-01;4.333e-06;3.516e-01	8.047e-02;4.843e-02;8.378e-02;9.985e-01;1.293e-01	0.1873;0.3802;0.3775;0.0029;0.0273	0.0637;0.5450;0.2462;0.0016;0.1270	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1	5	5	0;0;0;0;0	chr1	+	222815078-222823856;222815078-222823884;222815078-222835119;222815078-222928430;222815078-222942807	222815022-222815078;222823856-222823945;222835119-222835215;222928424-222928570;222942807-222943550		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A222943550-222815022
DISP1	ENSG00000154309.9	ENSG00000154309.9:t:222823856-222823945	-0.0985;0.0015;0.1943;-0.0820	4.588e-01;5.589e-04;7.562e-01;3.845e-01	7.144e-02;9.323e-01;1.280e-02;9.086e-02	0.2008;0.0043;0.4300;0.3550	0.0738;0.0166;0.6738;0.2303	t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	4	3	0;0;0;0	chr1	+	222815078-222823856;222815171-222823856;222815078-222823884;222815171-222823884	222815022-222815078;222815087-222815171;222823856-222823945		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A222823945-222815022
TNIK	ENSG00000154310.17	ENSG00000154310.17:s:171140399-171140509	0.5791;-0.5791	1.000e+00;1.000e+00	1.944e-08;1.946e-08	0.2128;0.7872	0.7734;0.2266	s|1e1.1o1|1e2.1o1	2	3	0;0	chr3	-	171139556-171140399;171138379-171140399	171138191-171138379;171139470-171139556;171140399-171140509		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A171140509-171138191
TNIK	ENSG00000154310.17	ENSG00000154310.17:s:171369620-171369685	0.1945;0.0000;-0.1949	9.564e-01;2.582e-09;9.554e-01	1.317e-03;9.999e-01;1.353e-03	0.0347;0.0021;0.9631	0.2424;0.0024;0.7552	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;0	chr3	-	171347218-171369620;171284606-171369620;171228221-171369620	na-171284606;171228165-171228221;171346934-171347218;171369620-171369685		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A171369685-171228165
TNIK	ENSG00000154310.17	ENSG00000154310.17:t:171138191-171138379	-0.5813;0.5813	1.000e+00;1.000e+00	2.422e-09;2.424e-09	0.7215;0.2785	0.1401;0.8599	t|1e1.1o1|1e2.1o1	2	3	0;0	chr3	-	171138379-171140399;171138379-171139470	171138191-171138379;171139470-171139556;171140399-171140509		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A171140509-171138191
OBSCN	ENSG00000154358.23	ENSG00000154358.23:s:228244296-228244571	0.1579;-0.1579	6.212e-01;6.212e-01	2.514e-02;2.514e-02	0.2304;0.7696	0.4455;0.5545	s|1e1.2o2|2e1.1o2	2	2	1;0	chr1	+	228244402-228245520;228244571-228245413	228244296-228244571;228245413-228245688		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A228245688-228244296
OBSCN	ENSG00000154358.23	ENSG00000154358.23:t:228244296-228244571	-0.1136;0.1136	5.653e-01;5.653e-01	5.613e-02;5.613e-02	0.9919;0.0081	0.8385;0.1615	t|1e2.1o1|2e1.1o2	2	3	0;1	chr1	+	228243458-228244296;228224544-228244382	228224459-228224734;228243183-228243458;228244296-228244571		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A228244571-228224459
MPPE1	ENSG00000154889.17	ENSG00000154889.17:t:11882622-11884627	-0.1147;0.0661;0.0363	5.419e-01;3.201e-01;1.674e-01	5.096e-02;1.346e-01;2.654e-01	0.7186;0.2216;0.0661	0.5625;0.3140;0.1094	t|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr18	-	11884627-11885676;11884627-11884879;11884628-11884876	11882622-11884627;11884877-11885121;11885676-11885912	11884628-11884876	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr18%3A11885912-11882622
PTPRN2	ENSG00000155093.19	ENSG00000155093.19:s:158110825-158110915	0.1128;0.0586;-0.1807	6.027e-01;1.936e-01;9.557e-01	4.769e-02;2.246e-01;2.531e-04	0.0481;0.0392;0.9154	0.1645;0.1029;0.7368	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;1;0	chr7	-	158100856-158110829;158100853-158110829;158081377-158110829	na-158100853;na-158100856;158081298-158081377;158110825-158110915		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A158110915-158081298
PTPRN2	ENSG00000155093.19	ENSG00000155093.19:s:158133677-158134059	0.0000;0.1211;-0.1401	6.848e-21;6.697e-01;7.908e-01	9.996e-01;3.166e-02;1.394e-02	0.0004;0.3757;0.6238	0.0173;0.5009;0.4807	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr7	-	158132950-158133677;158110915-158133677;158081377-158133677	158081298-158081377;158110825-158110915;158132858-158132950;158133677-158134059		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A158134059-158081298
PTPRN2	ENSG00000155093.19	ENSG00000155093.19:s:158316819-158316932	0.1178;-0.1178	6.590e-01;6.590e-01	1.996e-02;1.996e-02	0.0010;0.9990	0.1389;0.8611	s|1e1.1o1|1e2.1o1	2	3	1;0	chr7	-	158249647-158316819;158205273-158316819	158205171-158205277;158249607-158249647;158316819-158316932		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A158316932-158205171
PTPRN2	ENSG00000155093.19	ENSG00000155093.19:t:158205171-158205277	-0.0027;-0.1143;0.1013	2.933e-07;6.317e-01;5.188e-01	8.904e-01;3.302e-02;4.944e-02	0.0381;0.9613;0.0006	0.0243;0.8483;0.1270	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr7	-	158205273-158489735;158205273-158316819;158205273-158249607	158205171-158205277;158249607-158249647;158316819-158316932;158489735-158489785		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A158489785-158205171
HEATR3	ENSG00000155393.13	ENSG00000155393.13:t:50068780-50068867	0.0096;0.1858;-0.2158	5.518e-03;8.885e-01;9.738e-01	6.776e-01;5.396e-03;5.257e-04	0.0218;0.6938;0.2775	0.0480;0.8924;0.0586	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;1	chr16	+	50066269-50068780;50066539-50068780;50066982-50068780	50065970-50066269;50066367-50066982;50068780-50068867		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A50068867-50065970
SETD9	ENSG00000155542.12	ENSG00000155542.12:s:56910060-56910394	-0.0128;0.1990;-0.0098;-0.1433	2.208e-02;8.423e-01;1.104e-01;6.085e-01	5.979e-01;8.390e-03;3.425e-01;3.084e-02	0.0584;0.2021;0.1536;0.5894	0.0292;0.4247;0.1394;0.4105	s|1e1.1o1|2e1.1o1|2e2.1o1|2e3.1o1	4	4	1;0;0;0	chr5	+	56910184-56911042;56910394-56911042;56910394-56911169;56910394-56913011	56910060-56910394;56911042-56911111;56911169-56911295;56913011-56913134		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A56913134-56910060
