gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,Control10_mean_psi,TDP43KD10_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,seqid,strand,junctions_coords,exons_coords,ir_coords,ucsc_lsv_link
CCZ1,ENSG00000122674.12,ENSG00000122674.12:t:5925632-5926550,0.1278;-0.1278,6.763e-01;6.763e-01,3.375e-02;3.375e-02,0.8257;0.1743,0.9955;0.0045,t|1e1.1o1|1e2.1o1,2,3,0;0,chr7,+,5923962-5925632;5924814-5925632,5923835-5923962;5924741-5924814;5925632-5926550,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A5926550-5923835
POLM,ENSG00000122678.17,ENSG00000122678.17:s:44080733-44080916,-0.0000;-0.1103;0.0313;0.0447,6.708e-21;5.810e-01;5.209e-02;1.084e-01,1.000e+00;4.795e-02;4.420e-01;3.320e-01,0.0014;0.9669;0.0077;0.0251,0.0013;0.8443;0.0656;0.0886,s|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1,4,5,0;0;0;0,chr7,-,44080471-44080733;44079959-44080733;44079741-44080733;44078811-44080733,44078466-44078811;44079571-44079756;44079815-44079959;44080365-44080471;44080733-44080916,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A44080916-44078466
TWIST1,ENSG00000122691.13,ENSG00000122691.13:t:19056051-19056165,-0.2234;-0.0720;0.1310;0.1692,9.870e-01;3.426e-01;7.171e-01;8.242e-01,1.525e-04;1.344e-01;2.493e-02;1.189e-02,0.3307;0.3327;0.1014;0.2446,0.1038;0.2410;0.2377;0.4267,t|1e1.5o5|1e2.1o1|1e3.1o1|1e4.1o1,4,5,1;0;1;1,chr7,-,19056165-19116671;19056165-19113877;19056165-19107280;19056165-19106488,19056051-19056165;19106488-na;19107280-na;19113877-19114304;19116671-19117636,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A19117636-19056051
GLIPR2,ENSG00000122694.16,ENSG00000122694.16:t:36147786-36147916,0.1518;-0.0000;-0.0000;-0.0090;-0.0729;-0.0000;-0.0080,7.220e-01;2.082e-05;2.082e-05;1.791e-02;3.277e-01;2.082e-05;1.605e-02,2.135e-02;9.963e-01;9.963e-01;6.822e-01;1.407e-01;9.963e-01;7.044e-01,0.7863;0.0026;0.0026;0.0379;0.1250;0.0026;0.0362,0.9742;0.0025;0.0025;0.0025;0.0159;0.0025;0.0025,t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1,7,6,0;1;1;1;0;1;1,chr9,+,36136791-36147786;36136877-36147786;36142091-36147786;36145041-36147786;36146215-36147786;36146516-36147786;36147606-36147786,na-36147606;36136536-36136877;36141846-36142091;36144276-36145041;36146112-36146516;36147786-36147916,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A36147916-36136536
SLC25A16,ENSG00000122912.15,ENSG00000122912.15:s:68527246-68527523,-0.0524;-0.0114;-0.0265;0.1150,2.340e-01;5.924e-02;7.477e-02;5.252e-01,1.971e-01;4.547e-01;4.109e-01;4.977e-02,0.1215;0.0747;0.0780;0.7218,0.0459;0.0580;0.0228;0.8787,s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1,4,4,1;0;0;0,chr10,-,68525670-68527246;68517265-68527246;68517185-68527246;68516843-68527246,na-68525670;68516751-68516843;68517084-68518218;68527246-68527523,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A68527523-68516751
MED13L,ENSG00000123066.9,ENSG00000123066.9:s:116096669-116096911,-0.0000;0.1255;-0.1269,6.708e-21;7.281e-01;7.396e-01,1.000e+00;9.492e-03;8.401e-03,0.0039;0.0079;0.9896,0.0014;0.1516;0.8469,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;1;0,chr12,-,116091113-116096669;116054357-116096669;116022601-116096669,na-116091113;116022456-116022601;116054245-116054357;116096669-116096911,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A116096911-116022456
MED13L,ENSG00000123066.9,ENSG00000123066.9:t:116022456-116022601,-0.1209;0.1209,6.799e-01;6.799e-01,2.109e-02;2.109e-02,0.9982;0.0018,0.8536;0.1464,t|1e1.1o1|1e2.1o1,2,3,0;1,chr12,-,116022601-116096669;116022601-116054245,116022456-116022601;116054245-116054357;116096669-116096911,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A116096911-116022456
CCDC91,ENSG00000123106.10,ENSG00000123106.10:s:28225795-28225861,0.0163;-0.1386;0.0984;0.0000,1.393e-01;6.509e-01;4.526e-01;2.671e-07,2.998e-01;3.079e-02;6.793e-02;9.995e-01,0.1420;0.3452;0.4994;0.0024,0.1789;0.1703;0.6411;0.0025,s|1e1.1o1|1e2.2o2|1e3.1o1|1e4.1o1,4,5,0;1;1;0,chr12,+,28225861-28226140;28225861-28255581;28225861-28257202;28225861-28450161,28225795-28225861;28226140-28226199;28255562-28255837;28256725-28257245;28450161-28450259,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A28450259-28225795
CCDC91,ENSG00000123106.10,ENSG00000123106.10:t:28225795-28225861,-0.0000;-0.0273;0.1180;-0.0646,6.042e-07;1.438e-01;6.002e-01;2.709e-01,9.993e-01;2.932e-01;4.720e-02;1.767e-01,0.0028;0.8379;0.0481;0.1141,0.0023;0.7847;0.1947;0.0166,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;1,chr12,+,28146170-28225795;28190641-28225795;28199056-28225795;28211034-28225795,na-28211034;28146083-28146170;28190427-28190641;28198943-28199056;28225795-28225861,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A28225861-28146083
WWP1,ENSG00000123124.14,ENSG00000123124.14:s:86381505-86381629,0.0000;-0.1044;0.1046,2.536e-07;4.899e-01;4.912e-01,9.994e-01;6.337e-02;6.317e-02,0.0031;0.8272;0.1699,0.0032;0.6826;0.3146,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;1,chr8,+,86381629-86386836;86381629-86398342;86381629-86402019,86381505-86381629;86386836-86387026;86398342-86398479;86402019-86402203,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A86402203-86381505
WWP1,ENSG00000123124.14,ENSG00000123124.14:t:86374030-86374120,0.1807;-0.1807,8.399e-01;8.399e-01,9.416e-03;9.416e-03,0.1533;0.8467,0.3552;0.6448,t|1e1.1o1|1e2.1o1,2,3,1;0,chr8,+,86342930-86374030;86369031-86374030,86342547-86342930;86368939-86369031;86374030-86374120,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A86374120-86342547
WDR83,ENSG00000123154.12,ENSG00000123154.12:s:12668508-12668627,0.1075;-0.0668;-0.0204,5.247e-01;3.217e-01;1.405e-01,5.752e-02;1.403e-01;2.946e-01,0.1904;0.2357;0.5758,0.3286;0.1394;0.5280,s|1e1.1o2|2e1.2o2|i,3,2,1;0;1,chr19,+,12668617-12669354;12668627-12669755;12668628-12669353,12668508-12668627;12669354-12669893,12668628-12669353,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A12669893-12668508
WDR83,ENSG00000123154.12,ENSG00000123154.12:s:12669354-12669893,-0.1203;0.1203,6.164e-01;6.164e-01,4.323e-02;4.323e-02,0.8384;0.1616,0.7097;0.2903,s|1e1.1o1|i,2,2,0;0,chr19,+,12669893-12669977;12669894-12669976,12669354-12669893;12669977-12670097,12669894-12669976,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A12670097-12669354
GIPC1,ENSG00000123159.16,ENSG00000123159.16:s:14496037-14496149,-0.1265;0.2427;-0.0422;-0.0027,5.817e-01;8.943e-01;9.515e-02;7.157e-04,4.021e-02;3.919e-03;3.544e-01;8.670e-01,0.6335;0.2451;0.0839;0.0300,0.4658;0.5131;0.0028;0.0079,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr19,-,14492912-14496037;14491743-14496037;14483006-14496037;14480778-14496037,14480593-14480896;14481747-14483006;14491656-14491743;14492857-14492912;14496037-14496149,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A14496149-14480593
ATP7B,ENSG00000123191.16,ENSG00000123191.16:s:51964780-51964876,0.1147;-0.0801;-0.0080,5.760e-01;3.956e-01;8.275e-03,4.916e-02;1.076e-01;7.310e-01,0.8028;0.1581;0.0417,0.9497;0.0440;0.0056,s|1e1.1o1|1e2.1o2|1e3.1o1,3,4,0;0;0,chr13,-,51961913-51964872;51958544-51964872;51957607-51964872,51957516-51957607;51958311-51960010;51961837-51961913;51964780-51964876,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A51964876-51957516
CENPK,ENSG00000123219.13,ENSG00000123219.13:t:65552493-65552549,-0.1676;-0.0953;0.2789,8.794e-01;4.772e-01;9.988e-01,6.691e-03;8.160e-02;4.610e-06,0.2829;0.2294;0.4977,0.1094;0.1140;0.7780,t|1e1.1o2|1e1.2o2|1e2.1o1,3,3,1;1;0,chr5,-,65552549-65561497;65552549-65561463;65552549-65554797,65552493-65552549;65554797-65555271;65560970-65561564,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A65561564-65552493
PFDN5,ENSG00000123349.15,ENSG00000123349.15:s:53296430-53296706,-0.0000;-0.0000;-0.0511;0.1508;-0.0697,6.575e-21;6.575e-21;2.539e-01;6.994e-01;3.441e-01,1.000e+00;1.000e+00;1.855e-01;2.448e-02;1.226e-01,0.0013;0.0013;0.3618;0.2433;0.3944,0.0012;0.0012;0.2738;0.4236;0.3001,s|1e1.1o2|2e1.2o2|2e2.1o1|3e2.1o1|i,5,3,0;0;0;0;0,chr12,+,53296461-53297365;53296467-53297372;53296467-53297850;53296551-53297850;53296707-53297364,53296430-53296706;53297365-53297404;53297788-53297924,53296707-53297364,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A53297924-53296430
EEF1AKMT3,ENSG00000123427.17,ENSG00000123427.17:t:57773017-57773128,-0.0000;-0.0027;-0.2588;0.2853;-0.0000,1.378e-06;1.304e-03;9.571e-01;9.805e-01;1.378e-06,9.990e-01;8.916e-01;1.105e-03;3.738e-04;9.990e-01,0.0025;0.0224;0.3338;0.6481;0.0025,0.0020;0.0020;0.0647;0.9290;0.0020,t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o2|1e3.2o2,5,4,0;1;0;0;1,chr12,+,57771625-57773017;57772020-57773017;57772397-57773017;57772901-57773017;57772922-57773017,57771492-57772020;57772200-57772397;57772614-57772922;57773017-57773128,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A57773128-57771492
SARDH,ENSG00000123453.18,ENSG00000123453.18:s:133671535-133671697,-0.1483;0.1483,6.580e-01;6.580e-01,2.710e-02;2.710e-02,0.7153;0.2847,0.5281;0.4719,s|1e1.1o1|i,2,2,0;1,chr9,-,133670752-133671535;133670753-133671534,133670584-133670752;133671535-133671697,133670753-133671534,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A133671697-133670584
SARDH,ENSG00000123453.18,ENSG00000123453.18:t:133663560-133664052,-0.0387;0.0002;0.0149;-0.1501;0.0004;0.1347,1.190e-01;8.792e-09;3.809e-02;8.346e-01;3.171e-08;7.354e-01,3.262e-01;9.891e-01;5.155e-01;8.996e-03;9.824e-01;2.321e-02,0.1852;0.0092;0.0978;0.2793;0.0006;0.4170,0.1311;0.0271;0.1222;0.1244;0.0246;0.5675,t|1e3.1o1|1e4.1o1|1e5.1o1|2e2.1o1|3e1.1o1|i,6,6,1;1;1;0;1;1,chr9,-,133664052-133664181;133664052-133664178;133664052-133664176;133664014-133666735;133663653-133672051;133664053-133666734,133663560-133664052;133664176-na;133664178-na;133664181-na;133666735-133666766;133672051-na,133664053-133666734,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A133672061-133663560
SARDH,ENSG00000123453.18,ENSG00000123453.18:t:133733843-133734221,-0.1007;0.0001;0.1026,5.086e-01;3.078e-05;5.218e-01,7.202e-02;9.934e-01;6.822e-02,0.1458;0.0039;0.8502,0.0060;0.0060;0.9881,t|1e2.1o1|2e1.1o1|2e2.1o1,3,3,1;0;0,chr9,-,133734221-133738254;133734203-133739693;133734203-133738254,133733843-133734221;133738254-133738355;133739693-133739955,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A133739955-133733843
USP45,ENSG00000123552.18,ENSG00000123552.18:t:99432325-99435846,0.1061;-0.1061,5.159e-01;5.159e-01,6.482e-02;6.482e-02,0.0371;0.9629,0.1788;0.8212,t|1e1.1o1|1e2.1o1,2,3,1;0,chr6,-,99435846-99439769;99435846-99437246,99432325-99435846;99437246-99437399;99439769-99439855,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A99439855-99432325
METTL8,ENSG00000123600.21,ENSG00000123600.21:s:171433883-171434109,0.0316;-0.0468;-0.0280;-0.1752;0.2369,5.246e-02;2.187e-01;1.675e-01;8.747e-01;9.868e-01,4.393e-01;2.109e-01;2.583e-01;6.398e-03;2.288e-04,0.0018;0.2887;0.4299;0.2444;0.0376,0.0716;0.2064;0.3728;0.0595;0.2899,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i,5,5,0;0;0;1;1,chr2,-,171433219-171433883;171414726-171433883;171392197-171433883;171360513-171433883;171433220-171433882,171360422-171360513;171392043-171392197;171414603-171414726;171433026-171433219;171433883-171434109,171433220-171433882,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A171434109-171360422
METTL8,ENSG00000123600.21,ENSG00000123600.21:t:171360422-171360513,0.0264;-0.1234;0.0247;0.0328,5.482e-02;6.561e-01;7.487e-02;1.551e-01,4.429e-01;3.646e-02;4.076e-01;2.756e-01,0.0353;0.1771;0.0811;0.7030,0.0781;0.0457;0.1243;0.7579,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;1;0;0,chr2,-,171360513-171434674;171360513-171433883;171360513-171414603;171360513-171392043,171360422-171360513;171392043-171392197;171414603-171414726;171433883-171434109;171434674-171434802,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A171434802-171360422
METTL8,ENSG00000123600.21,ENSG00000123600.21:t:171392043-171392197,0.0272;-0.0103;0.1526;-0.1729,1.020e-01;1.037e-01;7.654e-01;7.753e-01,3.546e-01;3.503e-01;1.751e-02;1.462e-02,0.1159;0.3967;0.0734;0.4029,0.1714;0.3801;0.2457;0.2085,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr2,-,171392197-171434674;171392197-171433883;171392197-171433026;171392197-171414603,171392043-171392197;171414603-171414726;171433026-171433219;171433883-171434109;171434674-171434802,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A171434802-171392043
EXOSC9,ENSG00000123737.13,ENSG00000123737.13:t:121816369-121816447,-0.1152;0.0000;0.1084,6.121e-01;6.708e-21;5.691e-01,4.401e-02;1.000e+00;5.820e-02,0.7879;0.0057;0.2073,0.6633;0.0132;0.3208,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;1;0,chr4,+,121814047-121816369;121815426-121816369;121816194-121816369,121813755-121814627;121815350-121815426;121816144-121816194;121816369-121816447,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A121816447-121813755
OBSL1,ENSG00000124006.15,ENSG00000124006.15:t:219557823-219558110,0.1491;-0.1491,7.329e-01;7.329e-01,2.205e-02;2.205e-02,0.1945;0.8055,0.3615;0.6385,t|1e1.1o2|1e2.1o1,2,3,0;0,chr2,-,219558110-219559225;219558110-219558184,219557823-219558110;219558184-219558459;219559214-219559497,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A219559497-219557823
TTPAL,ENSG00000124120.11,ENSG00000124120.11:t:44479968-44480444,-0.0027;-0.0946;0.1091,2.065e-04;4.678e-01;5.526e-01,8.258e-01;8.195e-02;5.855e-02,0.0396;0.7637;0.1981,0.0285;0.6390;0.3297,t|1e1.1o1|2e1.1o1|2e2.1o1,3,3,0;0;0,chr20,+,44475991-44479968;44475991-44479985;44478647-44479985,44475874-44475991;44478511-44478647;44479968-44480444,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A44480444-44475874
NCOA3,ENSG00000124151.19,ENSG00000124151.19:s:47649005-47649109,0.2834;0.0695;-0.1106;-0.2379,9.434e-01;3.326e-01;5.385e-01;9.284e-01,1.607e-03;1.295e-01;5.415e-02;2.644e-03,0.1564;0.1211;0.3380;0.3821,0.4663;0.2191;0.1910;0.1149,s|1e1.1o2|1e1.2o2|2e1.1o2|2e1.2o2,4,2,0;1;0;1,chr20,+,47649097-47650982;47649097-47650985;47649109-47650982;47649109-47650985,47649005-47649109;47650982-47651276,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A47651276-47649005
CHD6,ENSG00000124177.16,ENSG00000124177.16:t:41533050-41533570,-0.1064;0.0338;0.0453,5.128e-01;8.262e-02;2.261e-01,6.028e-02;3.841e-01;1.951e-01,0.2241;0.0167;0.7577,0.0996;0.0768;0.8236,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr20,-,41533570-41618340;41533570-41564011;41533570-41551305,41533050-41533570;41551305-41551360;41564011-41564151;41618340-41618384,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A41618384-41533050
TOX2,ENSG00000124191.18,ENSG00000124191.18:t:43973367-43973432,0.1366;-0.0556;0.0000;-0.0582,7.203e-01;1.455e-01;9.005e-10;2.304e-01,2.513e-02;2.858e-01;1.000e+00;2.061e-01,0.7929;0.0893;0.0011;0.1140,0.9377;0.0201;0.0017;0.0409,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr20,+,43914990-43973367;43916208-43973367;43946038-43973367;43955272-43973367,43914852-43914990;43916150-43916208;43945705-43946038;43955148-43955272;43973367-43973432,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A43973432-43914852
FASTKD3,ENSG00000124279.12,ENSG00000124279.12:s:7862823-7863296,-0.3612;0.3612,9.570e-01;9.570e-01,8.987e-04;8.987e-04,0.5789;0.4211,0.1998;0.8002,s|1e1.1o2|1e1.2o2,2,2,0;0,chr5,-,7861773-7862823;7861652-7862823,7861583-7861773;7862823-7863296,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A7863296-7861583
PEPD,ENSG00000124299.15,ENSG00000124299.15:t:33500938-33501001,-0.3179;0.0953;0.0512;0.0849;0.0000;0.0000;0.0000,1.000e+00;4.723e-01;1.762e-04;3.604e-01;6.708e-21;6.708e-21;6.708e-21,0.000e+00;3.842e-02;4.750e-01;1.041e-01;1.000e+00;1.000e+00;1.000e+00,0.9790;0.0032;0.0129;0.0047;0.0001;0.0007;0.0001,0.6664;0.1164;0.0736;0.1082;0.0115;0.0106;0.0192,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1,7,8,0;1;1;1;1;1;1,chr19,-,33501001-33511028;33501001-33507343;33501001-33507216;33501001-33507165;33501001-33507098;33501001-33503025;33501001-33501942,33500938-33501001;33501942-33502079;33503025-na;33507098-na;33507165-na;33507216-na;33507343-na;33511028-33511521,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A33511521-33500938
VAMP7,ENSG00000124333.16_PAR_Y,ENSG00000124333.16_PAR_Y:s:57075978-57076153,0.0001;0.0158;0.0430;-0.1139;0.0088,1.210e-04;4.295e-02;2.812e-01;5.221e-01;3.594e-02,9.891e-01;5.268e-01;1.433e-01;5.120e-02;5.524e-01,0.0034;0.0034;0.7819;0.1952;0.0259,0.0051;0.0572;0.8668;0.0304;0.0525,s|1e2.1o1|2e1.1o1|3e1.1o1|3e2.1o1|4e1.1o1,5,3,0;0;0;0;0,chrY,+,57076067-57084632;57076128-57082143;57076132-57082143;57076132-57084632;57076153-57082143,57075978-57076153;57082143-57082200;57084632-57084769,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrY%3A57084769-57075978
MCEE,ENSG00000124370.11,ENSG00000124370.11:s:71130180-71130239,-0.0000;-0.1076;0.1083,3.554e-05;4.701e-01;4.727e-01,9.921e-01;5.537e-02;5.480e-02,0.0056;0.7775;0.2175,0.0051;0.6269;0.3683,s|1e1.1o1|1e2.1o1|i,3,3,0;0;0,chr2,-,71129817-71130180;71124543-71130180;71129818-71130179,71124206-71124543;71129717-71129817;71130180-71130239,71129818-71130179,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A71130239-71124206
ATP8A1,ENSG00000124406.16,ENSG00000124406.16:s:42600478-42600518,-0.1320;0.1316;0.0017,6.811e-01;6.918e-01;7.384e-03,3.102e-02;3.002e-02;6.992e-01,0.7282;0.2009;0.0734,0.5762;0.3458;0.0800,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr4,-,42594362-42600478;42590884-42600478;42588329-42600478,42588260-42588617;42590811-42590884;42594289-42594362;42600478-42600518,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A42600518-42588260
ZNF45,ENSG00000124459.12,ENSG00000124459.12:s:43934924-43935282,-0.0001;0.1037;0.0001;-0.0038;-0.0794,1.570e-07;5.332e-01;1.313e-05;5.287e-04;3.863e-01,9.962e-01;6.437e-02;9.467e-01;7.752e-01;1.154e-01,0.0136;0.0988;0.0212;0.0435;0.8239,0.0048;0.2232;0.0203;0.0348;0.7162,s|1e1.1o2|1e1.2o2|2e1.2o2|3e1.1o2|3e1.2o2,5,2,1;0;1;1;0,chr19,-,43934727-43935230;43934694-43935230;43934694-43935226;43934727-43934924;43934694-43934924,43934426-43934727;43934924-43935282,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A43935282-43934426
TRERF1,ENSG00000124496.12,ENSG00000124496.12:t:42300638-42300749,0.1163;-0.1529;0.0138,5.682e-01;7.407e-01;2.174e-02,4.962e-02;2.015e-02;5.739e-01,0.6695;0.2878;0.0390,0.8088;0.1203;0.0650,t|1e1.1o2|1e1.2o2|1e2.1o1,3,3,0;0;1,chr6,-,42300749-42362997;42300749-42362947;42300749-42345409,42300638-42300749;42345409-na;42362947-42363079,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A42363079-42300638
BTN2A2,ENSG00000124508.17,ENSG00000124508.17:s:26385015-26385559,-0.1606;0.1169;0.0151,7.800e-01;5.821e-01;4.119e-02,1.491e-02;5.338e-02;5.185e-01,0.9754;0.0044;0.0197,0.7868;0.1545;0.0564,s|1e1.1o2|1e1.2o2|1e2.1o1,3,3,0;1;0,chr6,+,26385362-26388013;26385362-26388199;26385362-26390005,26385015-26385559;26388013-26388294;26390005-26390211,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A26390211-26385015
BTN2A2,ENSG00000124508.17,ENSG00000124508.17:t:26388013-26388294,0.0000;0.0000;-0.0015;-0.1214;0.1149,5.297e-06;5.297e-06;4.100e-02;5.911e-01;5.673e-01,9.979e-01;9.979e-01;5.077e-01;4.393e-02;5.709e-02,0.0026;0.0026;0.0544;0.9385;0.0026,0.0029;0.0029;0.0614;0.7786;0.1481,t|1e1.1o1|1e2.2o3|1e3.1o1|1e4.1o1|2e4.1o1,5,5,0;0;0;0;1,chr6,+,26383181-26388013;26383299-26388013;26383915-26388013;26385362-26388013;26385362-26388199,26383096-26383181;26383191-26383313;26383433-26383915;26385015-26385559;26388013-26388294,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A26388294-26383096
SERPINB6,ENSG00000124570.21,ENSG00000124570.21:s:2971491-2971585,0.0004;0.0000;0.1414;-0.1488,4.337e-06;6.708e-21;7.423e-01;7.853e-01,9.828e-01;1.000e+00;2.215e-02;1.622e-02,0.0139;0.0009;0.6301;0.3560,0.0187;0.0011;0.7844;0.1917,s|1e1.2o2|1e2.1o1|1e3.1o1|2e3.1o1,4,4,0;0;0;0,chr6,-,2968913-2971533;2962029-2971533;2959342-2971533;2959342-2971491,2959168-2959342;2961894-2962139;2968779-2969102;2971491-2971585,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A2971585-2959168
ABCC10,ENSG00000124574.15,ENSG00000124574.15:t:43431751-43432176,0.0895;-0.1137;0.0178,4.317e-01;5.165e-01;1.309e-01,8.187e-02;5.132e-02;2.997e-01,0.1801;0.5773;0.2352,0.3094;0.4144;0.2647,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;0;0,chr6,+,43427967-43432142;43428139-43432142;43430866-43432142,43427856-43427967;43427968-43428139;43430748-43430866;43431751-43432176,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A43432176-43427856
NQO2,ENSG00000124588.22,ENSG00000124588.22:t:3006468-3006559,0.0096;-0.1949;0.0000;0.0208;0.0530;0.0413;0.0047,3.797e-03;8.983e-01;6.708e-21;2.570e-02;2.236e-01;8.150e-02;2.187e-03,6.895e-01;5.192e-03;1.000e+00;5.428e-01;2.091e-01;3.756e-01;7.292e-01,0.0338;0.8282;0.0006;0.0138;0.0773;0.0147;0.0333,0.0508;0.6093;0.0008;0.0595;0.1560;0.0750;0.0450,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1,7,8,0;0;0;1;0;0;0,chr6,+,2994053-3006468;3000085-3006468;3000367-3006468;3002286-3006468;3003789-3006468;3004259-3006468;3004651-3006468,2993931-2994053;2999894-3000085;3000158-3000367;3002050-3002286;3003669-3003789;3004167-3004259;3004495-3004651;3006468-3006559,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A3006559-2993931
OARD1,ENSG00000124596.17,ENSG00000124596.17:t:41064772-41067437,0.0351;0.0472;-0.1012,8.773e-02;1.278e-01;5.208e-01,3.705e-01;3.060e-01;7.014e-02,0.1041;0.1309;0.7630,0.1568;0.1957;0.6455,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr6,-,41067437-41071132;41067437-41070076;41067437-41068841,41064772-41067437;41068841-41068953;41069038-41070134;41070825-41071276,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A41071276-41064772
MOCS1,ENSG00000124615.20,ENSG00000124615.20:s:39934295-39934551,-0.1767;0.1767,6.451e-01;6.451e-01,1.971e-02;1.971e-02,0.7320;0.2680,0.5177;0.4823,s|1e1.1o1|1e2.1o1,2,3,0;0,chr6,-,39927455-39934295;39925845-39934295,39925678-39925845;39927184-39927455;39934295-39934551,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A39934551-39925678
