# {
#     "changing_threshold": 0.1,
#     "command": "/SAN/vyplab/alb_projects/pipelines/splicing/env/bin/voila tsv /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/builder/splicegraph.sql /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi/Control6-TDP43KD6.deltapsi.voila -f /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi_voila_tsv/Control6-TDP43KD6.psi.tsv --threshold 0.1",
#     "group_sizes": {
#         "Control6": 4,
#         "TDP43KD6": 4
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.3"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	Control6_mean_psi	TDP43KD6_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
ZFAND1	ENSG00000104231.11	ENSG00000104231.11:s:81718182-81718224	0.2036;-0.2036	9.363e-01;9.363e-01	2.073e-03;2.073e-03	0.3643;0.6357	0.5851;0.4149	s|1e1.1o1|1e2.1o1	2	3	0;0	chr8	-	81717288-81718182;81715114-81718182	81714987-81715114;81717249-81717288;81718182-81718224		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A81718224-81714987
ZFAND1	ENSG00000104231.11	ENSG00000104231.11:t:81714987-81715114	-0.1109;0.1109	5.721e-01;5.721e-01	5.218e-02;5.218e-02	0.5995;0.4005	0.4690;0.5310	t|1e1.1o1|1e2.1o1	2	3	0;0	chr8	-	81715114-81718182;81715114-81717249	81714987-81715114;81717249-81717288;81718182-81718224		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A81718224-81714987
IKBKB	ENSG00000104365.16	ENSG00000104365.16:s:42319156-42319421	0.1258;-0.0000;-0.0000;-0.0304;-0.0555	6.327e-01;4.920e-08;4.920e-08;6.403e-02;2.350e-01	3.802e-02;9.998e-01;9.998e-01;4.244e-01;1.958e-01	0.8178;0.0017;0.0017;0.0663;0.1181	0.9526;0.0017;0.0017;0.0017;0.0428	s|1e1.1o1|1e2.1o1|1e3.1o3|1e3.2o3|1e3.3o3	5	4	0;0;0;1;0	chr8	+	42319421-42319585;42319421-42319753;42319421-42320675;42319421-42320723;42319421-42320735	42319156-42319421;42319585-42319750;42319753-42319878;42320675-42320844		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A42320844-42319156
IKBKB	ENSG00000104365.16	ENSG00000104365.16:t:42290156-42290273	-0.1204;0.1204	5.181e-01;5.181e-01	4.248e-02;4.248e-02	0.4692;0.5308	0.2970;0.7030	t|1e1.1o1|1e2.1o1	2	3	0;0	chr8	+	42272205-42290156;42288728-42290156	42272083-42272429;42288634-42288728;42290156-42290273		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A42290273-42272083
IKBKB	ENSG00000104365.16	ENSG00000104365.16:t:42305121-42305275	-0.0000;0.1146;-0.0607;-0.0284	1.892e-06;5.491e-01;2.974e-01;6.984e-02	9.988e-01;6.112e-02;1.411e-01;4.180e-01	0.0033;0.0137;0.9161;0.0719	0.0021;0.1460;0.8420;0.0106	t|1e2.1o2|2e1.1o1|2e2.1o2|2e2.2o2	4	3	1;0;0;0	chr8	+	42293512-42305121;42272205-42305187;42293512-42305187;42293568-42305187	42272083-42272429;42293443-42293568;42305121-42305275		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A42305275-42272083
IKBKB	ENSG00000104365.16	ENSG00000104365.16:t:42320675-42320844	0.0000;-0.0186;-0.0132;-0.0381;0.1512;-0.0001	2.596e-08;1.997e-02;1.930e-02;1.266e-01;7.656e-01;4.726e-07	9.999e-01;5.740e-01;6.240e-01;3.129e-01;1.746e-02;9.975e-01	0.0012;0.0570;0.0460;0.0967;0.7962;0.0082	0.0014;0.0014;0.0014;0.0453;0.9493;0.0014	t|1e1.1o1|2e1.1o1|2e2.1o1|3e1.1o1|3e2.1o1|3e3.1o1	6	4	0;1;1;0;0;1	chr8	+	42319421-42320675;42319421-42320723;42319646-42320723;42319421-42320735;42319646-42320735;42320521-42320735	42319156-42319421;42319585-42319750;42320473-42320521;42320675-42320844		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A42320844-42319156
TRPS1	ENSG00000104447.13	ENSG00000104447.13:s:115668545-115668975	-0.1968;0.1968	7.974e-01;7.974e-01	9.827e-03;9.827e-03	0.3768;0.6232	0.1439;0.8561	s|1e1.1o1|1e2.1o1	2	3	0;0	chr8	-	115623758-115668545;115620060-115668545	115619747-115620070;115623601-115623758;115668545-115668975		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A115668975-115619747
SPAG1	ENSG00000104450.13	ENSG00000104450.13:s:100233171-100233537	0.1182;-0.1182	5.851e-01;5.851e-01	4.769e-02;4.769e-02	0.8360;0.1640	0.9915;0.0085	s|1e1.1o1|1e2.1o1	2	3	0;1	chr8	+	100233537-100239240;100233537-100240403	100233171-100233537;100239240-100239404;100240403-100240515		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A100240515-100233171
SPAG1	ENSG00000104450.13	ENSG00000104450.13:t:100240403-100240515	-0.1310;0.1310	6.196e-01;6.196e-01	3.585e-02;3.585e-02	0.1740;0.8260	0.0110;0.9890	t|1e1.1o1|1e2.1o1	2	3	1;0	chr8	+	100233537-100240403;100239404-100240403	100233171-100233537;100239240-100239404;100240403-100240515		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A100240515-100233171
SLC39A14	ENSG00000104635.15	ENSG00000104635.15:s:22390730-22390847	0.1568;-0.1568	5.700e-01;5.700e-01	2.554e-02;2.554e-02	0.2412;0.7588	0.4476;0.5524	s|1e1.1o1|1e2.1o1	2	3	1;1	chr8	+	22390847-22393054;22390847-22404696	22390730-22390847;22392830-22393232;22404517-22404980		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A22404980-22390730
IL4I1	ENSG00000104951.16	ENSG00000104951.16:s:49929243-49929416	-0.0571;0.1238;0.0001;-0.0561	2.286e-01;6.104e-01;9.847e-08;2.617e-01	2.115e-01;4.069e-02;9.973e-01;1.819e-01	0.1321;0.6013;0.0012;0.2705	0.0642;0.7449;0.0064;0.1761	s|1e2.1o2|2e2.2o2|3e1.1o1|i	4	3	1;0;1;1	chr19	-	49927848-49929350;49927815-49929326;49928615-49929243;49927849-49929242	na-49928615;49927694-49927848;49929243-49929416	49927849-49929242	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A49929416-49927694
CCDC61	ENSG00000104983.8	ENSG00000104983.8:t:46003006-46003166	-0.0018;0.1956;-0.1787	1.614e-01;8.903e-01;6.840e-01	2.516e-01;3.993e-03;1.703e-02	0.6014;0.0068;0.3926	0.5918;0.2300;0.1775	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr19	+	45995504-46003008;45996401-46003008;46000057-46003008	na-46000057;45995461-45995504;45996245-45996401;46003006-46003166		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A46003166-45995461
VRK3	ENSG00000105053.11	ENSG00000105053.11:s:50016024-50016163	-0.0093;0.1017;0.0017;-0.0981	2.652e-04;5.219e-01;2.859e-05;4.840e-01	7.272e-01;6.272e-02;9.304e-01;7.839e-02	0.0496;0.7722;0.0125;0.1684	0.0245;0.8836;0.0267;0.0601	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	4	4	0;0;0;0	chr19	-	50015793-50016024;50009385-50016024;50009289-50016024;50007826-50016024	50007569-50007826;50009236-50009385;50015674-50015793;50016024-50016163		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A50016163-50007569
C19orf44	ENSG00000105072.9	ENSG00000105072.9:s:16517230-16517341	0.1227;-0.1227	5.627e-01;5.627e-01	4.082e-02;4.082e-02	0.1695;0.8305	0.3311;0.6689	s|1e1.1o1|1e2.1o3	2	3	0;0	chr19	+	16517341-16518002;16517341-16520094	16517230-16517341;16518002-16518619;16520094-16521352		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A16521352-16517230
ZNF419	ENSG00000105136.21	ENSG00000105136.21:s:57491468-57491778	0.1737;-0.1737	7.275e-01;7.275e-01	1.600e-02;1.600e-02	0.4741;0.5259	0.7070;0.2930	s|1e1.1o1|1e2.1o1	2	3	0;0	chr19	+	57491597-57492113;57491597-57492856	57491468-57491778;57492113-57492476;57492856-57493783		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A57493783-57491468
AKT2	ENSG00000105221.18	ENSG00000105221.18:s:40282217-40282444	0.1242;-0.1242	6.263e-01;6.263e-01	3.820e-02;3.820e-02	0.0343;0.9657	0.1819;0.8181	s|1e1.1o1|i	2	2	0;1	chr19	-	40265351-40282217;40280833-40282216	40265222-40265547;40282217-40282444	40280833-40282216	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A40282444-40265222
FSD1	ENSG00000105255.11	ENSG00000105255.11:s:4321125-4321175	0.1005;-0.1005	4.588e-01;4.588e-01	5.433e-02;5.433e-02	0.2827;0.7173	0.4179;0.5821	s|1e1.1o1|i	2	2	1;1	chr19	+	4321175-4321238;4321176-4322703	4321125-4321175;4321238-na	4321176-4322703	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A4321248-4321125
CARD8	ENSG00000105483.18	ENSG00000105483.18:s:48221730-48221855	0.0007;0.1293;-0.1376	5.666e-05;6.446e-01;6.907e-01	9.648e-01;3.468e-02;2.734e-02	0.0115;0.7063;0.2772	0.0173;0.8570;0.1293	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	1;0;0	chr19	-	48219120-48221730;48219012-48221730;48215384-48221730	48215138-48215384;48218871-48219120;48221730-48221855		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A48221855-48215138
CARD8	ENSG00000105483.18	ENSG00000105483.18:s:48230438-48230700	-0.0000;0.1526;-0.1456;-0.0004	6.541e-21;7.916e-01;7.555e-01;1.730e-05	1.000e+00;1.506e-02;1.928e-02;9.696e-01	0.0015;0.1201;0.8621;0.0190	0.0013;0.2901;0.6996;0.0121	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1;0;0;0	chr19	-	48229616-48230438;48223868-48230438;48221855-48230438;48215384-48230438	48215138-48215384;48221730-48221855;48223719-48223868;48229503-48229616;48230438-48230700		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A48230700-48215138
CARD8	ENSG00000105483.18	ENSG00000105483.18:t:48215138-48215384	-0.0010;-0.3328;0.3381	8.268e-04;9.946e-01;9.949e-01	8.602e-01;7.430e-05;6.677e-05	0.0299;0.4709;0.4958	0.0216;0.1361;0.8379	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr19	-	48215384-48230438;48215384-48221730;48215384-48218871	48215138-48215384;48218871-48219120;48221730-48221855;48230438-48230700		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A48230700-48215138
SIPA1L3	ENSG00000105738.11	ENSG00000105738.11:s:37907208-37907358	0.0341;0.0707;-0.1550;0.0191	1.552e-01;2.875e-01;6.794e-01;8.228e-02	2.711e-01;1.682e-01;2.249e-02;3.950e-01	0.0727;0.0033;0.8447;0.0633	0.1279;0.1100;0.6468;0.0936	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;0;1	chr19	+	37907358-37907544;37907358-38008096;37907358-38029089;37907358-38081256	37907208-37907358;37907544-37907974;38008096-38008195;38029089-38029156;38081256-38083099		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A38083099-37907208
LMBR1	ENSG00000105983.23	ENSG00000105983.23:t:156763669-156763795	0.0000;0.1106;0.0000;-0.0243;-0.0556;0.0000;-0.0269	6.541e-21;6.065e-01;6.541e-21;1.187e-06;1.780e-01;6.541e-21;2.040e-04	1.000e+00;2.738e-02;1.000e+00;5.820e-01;2.400e-01;1.000e+00;5.647e-01	0.0035;0.7118;0.0030;0.0543;0.1567;0.0049;0.0674	0.0001;0.8214;0.0029;0.0343;0.0942;0.0027;0.0445	t|1e1.1o2|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1	7	8	0;0;1;1;0;1;1	chr7	-	156763795-156836813;156763795-156796389;156763795-156793984;156763795-156793908;156763795-156779655;156763795-156778571;156763795-156778093	156763669-156763795;156778093-na;156778571-na;156779655-156779732;156793908-na;156793984-na;156796389-156796493;156836809-156836885		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A156836885-156763669
ANKRD7	ENSG00000106013.15	ENSG00000106013.15:s:118239828-118239998	-0.5224;0.5224	9.984e-01;9.984e-01	1.599e-05;1.599e-05	0.8094;0.1906	0.2884;0.7116	s|1e1.1o1|1e2.1o1	2	3	0;0	chr7	+	118239998-118242349;118239998-118259837	118239828-118239998;118242349-118242732;118259837-118259889		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A118259889-118239828
CPVL	ENSG00000106066.15	ENSG00000106066.15:t:29120893-29121071	0.0000;0.1099;-0.0911;-0.0018	3.200e-06;5.077e-01;4.370e-01;4.373e-04	9.983e-01;5.050e-02;7.039e-02;9.261e-01	0.0028;0.5188;0.4524;0.0254	0.0034;0.6728;0.3203;0.0034	t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3	4	3	0;0;0;1	chr7	-	29121071-29181290;29121071-29146429;29121071-29146341;29121071-29146121	29120893-29121071;29146121-29146537;29181290-29181412		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A29181412-29120893
NSUN5P2	ENSG00000106133.18	ENSG00000106133.18:s:72953326-72953430	0.1227;-0.0000;-0.1217	5.415e-01;1.401e-05;5.379e-01	4.103e-02;9.950e-01;4.172e-02	0.1935;0.0050;0.8020	0.3681;0.0045;0.6275	s|1e1.1o1|1e2.2o2|i	3	3	0;0;1	chr7	-	72952295-72953326;72950196-72953326;72952296-72953325	72950058-72950444;72952152-72952295;72953326-72953430	72952296-72953325	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A72953430-72950058
TFR2	ENSG00000106327.13	ENSG00000106327.13:s:100632769-100633123	0.2263;-0.1926;-0.0193	9.042e-01;8.357e-01;6.355e-02	3.612e-03;8.353e-03;4.413e-01	0.4874;0.4177;0.0849	0.7534;0.1907;0.0528	s|1e1.1o1|1e2.1o1|2e1.1o1	3	3	0;0;1	chr7	-	100632198-100633001;100631052-100633001;100632198-100632780	100630889-100631052;100632082-100632198;100632769-100633123		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A100633123-100630889
ZNHIT1	ENSG00000106400.12	ENSG00000106400.12:t:101220381-101221796	-0.0000;0.0461;0.0039;0.0161;0.0181;-0.1361	6.494e-07;1.160e-01;1.240e-03;8.151e-02;1.293e-01;5.844e-01	9.995e-01;3.284e-01;8.406e-01;3.988e-01;3.030e-01;3.348e-02	0.0020;0.0020;0.0020;0.1075;0.3551;0.5333	0.0013;0.0861;0.0312;0.1313;0.3705;0.3627	t|1e1.1o1|2e1.1o1|2e2.1o1|3e1.1o1|4e1.1o1|i	6	3	1;1;1;1;1;0	chr7	+	101218217-101220777;101218217-101220797;101218485-101220797;101218217-101221617;101218217-101221633;101218486-101220380	101218165-101218217;101218319-101218485;101220381-101221796	101218486-101220380	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A101221796-101218165
NRF1	ENSG00000106459.15	ENSG00000106459.15:s:129611720-129611824	-0.0367;-0.0030;-0.0390;0.1002	1.132e-01;4.407e-03;1.799e-01;5.123e-01	3.322e-01;7.197e-01;2.475e-01;6.745e-02	0.0989;0.0360;0.7106;0.1511	0.0373;0.0346;0.6467;0.2819	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	4	4	0;0;0;0	chr7	+	129611824-129630078;129611824-129641725;129611824-129657343;129611824-129657346	129611720-129611824;129630068-129630168;129641725-129641822;129657343-129657574		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A129657574-129611720
ZNF862	ENSG00000106479.11	ENSG00000106479.11:t:149859422-149859526	0.1108;-0.1108	5.347e-01;5.347e-01	5.380e-02;5.380e-02	0.7921;0.2079	0.9317;0.0683	t|1e1.1o1|1e2.1o1	2	3	0;0	chr7	+	149850338-149859422;149856361-149859422	149850161-149850887;149855974-149856361;149859422-149859526		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A149859526-149850161
PRKAG2	ENSG00000106617.15	ENSG00000106617.15:s:151632069-151632353	0.0036;0.0034;0.0000;0.0668;-0.1213	1.963e-03;4.863e-03;1.449e-06;3.243e-01;5.779e-01	8.624e-01;8.533e-01;9.991e-01;1.220e-01;4.194e-02	0.0016;0.0016;0.0016;0.6753;0.3203	0.0306;0.0176;0.0027;0.7791;0.1680	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2	5	5	0;1;0;0;0	chr7	-	151631768-151632069;151631470-151632069;151606183-151632069;151595454-151632069;151595451-151632069	na-151631470;151594966-151595454;151606094-151606183;151631638-151631885;151632069-151632353		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A151632353-151594966
PRKAG2	ENSG00000106617.15	ENSG00000106617.15:t:151594966-151595454	0.0236;0.0355;0.0032;0.0000;0.0077;-0.1287;0.0000	4.477e-02;2.108e-01;1.550e-03;4.406e-07;7.985e-03;6.181e-01;4.406e-07	4.836e-01;2.059e-01;8.708e-01;9.996e-01;7.213e-01;3.577e-02;9.996e-01	0.0081;0.6519;0.0080;0.0011;0.0167;0.3106;0.0011	0.0692;0.7053;0.0255;0.0017;0.0463;0.1554;0.0017	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e1.1o1|2e2.1o1|2e4.1o1	7	5	0;0;0;0;0;0;1	chr7	-	151595454-151675420;151595454-151632069;151595454-151631638;151595454-151606094;151595451-151675420;151595451-151632069;151595451-151606094	151594966-151595454;151606094-151606183;151631638-151631885;151632069-151632353;151674939-151675637		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A151675637-151594966
DNM1	ENSG00000106976.21	ENSG00000106976.21:t:128226035-128226086	0.1370;-0.1370	6.763e-01;6.763e-01	2.928e-02;2.928e-02	0.0973;0.9027	0.2722;0.7278	t|1e1.1o1|i	2	2	0;1	chr9	+	128222860-128226035;128224390-128226034	128222793-128223954;128226035-128226086	128224390-128226034	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A128226086-128222793
ELAVL2	ENSG00000107105.15	ENSG00000107105.15:s:23701379-23701604	-0.1470;-0.0279;0.1912	7.466e-01;8.646e-02;8.763e-01	1.949e-02;3.828e-01;5.890e-03	0.2558;0.1148;0.6285	0.0911;0.0684;0.8341	s|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;1;0	chr9	-	23693486-23701379;23692887-23701379;23692884-23701379	23690104-23692887;23693448-23693486;23701379-23701604		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A23701604-23690104
ELAVL2	ENSG00000107105.15	ENSG00000107105.15:s:23825806-23826337	0.0860;-0.1079;0.0018	4.125e-01;5.253e-01;5.630e-04	9.192e-02;5.715e-02;9.261e-01	0.1290;0.8687;0.0022	0.2274;0.7434;0.0227	s|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;0	chr9	-	23765099-23825806;23762249-23825806;23762246-23825806	23762006-23762249;23765009-23765099;23825806-23826337		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A23826337-23762006
ELAVL2	ENSG00000107105.15	ENSG00000107105.15:t:23690104-23692887	-0.0314;-0.0206;0.1432;-0.0652	1.007e-01;2.910e-02;6.811e-01;3.100e-01	3.558e-01;5.187e-01;2.625e-02;1.477e-01	0.1171;0.0680;0.6271;0.1813	0.0652;0.0353;0.7933;0.0996	t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	4	3	1;0;0;0	chr9	-	23692887-23701379;23692887-23693448;23692884-23701379;23692884-23693448	23690104-23692887;23693448-23693486;23701379-23701604		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A23701604-23690104
HPS1	ENSG00000107521.20	ENSG00000107521.20:t:98429151-98429642	-0.1779;0.1779	8.683e-01;8.683e-01	6.910e-03;6.910e-03	0.6776;0.3224	0.4806;0.5194	t|1e1.1o1|1e2.1o1	2	3	0;0	chr10	-	98429642-98430571;98429642-98429791	98429151-98429642;98429791-98429889;98430571-98430670		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A98430670-98429151
PLEKHA1	ENSG00000107679.14	ENSG00000107679.14:s:122374696-122374806	-0.2368;0.2368	8.650e-01;8.650e-01	4.996e-03;4.996e-03	0.6303;0.3697	0.3870;0.6130	s|1e1.1o1|1e2.1o1	2	3	1;0	chr10	+	122374806-122392303;122374806-122393181	122374696-122374806;122392303-122392372;122393105-122393341		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A122393341-122374696
PALD1	ENSG00000107719.9	ENSG00000107719.9:s:70547306-70547446	0.1780;-0.1780	8.522e-01;8.522e-01	7.989e-03;7.989e-03	0.0328;0.9672	0.2385;0.7615	s|1e1.1o1|1e2.1o1	2	3	1;0	chr10	+	70547446-70551037;70547446-70564364	70547306-70547446;70551037-na;70564364-70564519		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A70564519-70547306
ACTA2	ENSG00000107796.13	ENSG00000107796.13:t:88948242-88948953	-0.1255;0.1226;-0.0001	5.356e-01;5.210e-01;2.110e-03	3.868e-02;4.120e-02;8.166e-01	0.3117;0.6608;0.0254	0.1614;0.8250;0.0244	t|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;0	chr10	-	88948953-88991022;88948953-88990939;88948953-88952731	88948242-88948953;88952731-88952773;88990939-88991339		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A88991339-88948242
TLX1	ENSG00000107807.13	ENSG00000107807.13:t:101134139-101134225	0.1898;-0.1893;-0.0000	7.681e-01;7.664e-01;1.553e-06	1.202e-02;1.216e-02;9.984e-01	0.2443;0.7520;0.0039	0.4763;0.5204;0.0036	t|1e1.1o1|2e1.1o1|2e2.1o1	3	3	0;0;0	chr10	+	101132109-101134139;101132109-101134175;101133074-101134175	101131300-101132109;101132782-101133074;101134139-101134225		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A101134225-101131300
ARHGAP21	ENSG00000107863.19	ENSG00000107863.19:t:24722012-24722279	-0.1336;0.0423;0.0487;0.0016	6.495e-01;1.647e-01;2.131e-01;1.359e-04	3.207e-02;2.649e-01;2.105e-01;9.341e-01	0.7771;0.0936;0.1232;0.0018	0.6226;0.1600;0.1908;0.0220	t|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1	4	4	0;0;0;1	chr10	-	24722279-24723562;24722279-24723157;24722279-24722486;24722225-24723562	24722012-24722279;24722486-24722760;24723157-24723247;24723562-24723887		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A24723887-24722012
FBXL15	ENSG00000107872.14	ENSG00000107872.14:s:102421354-102421512	0.1161;-0.1161	6.076e-01;6.076e-01	4.695e-02;4.695e-02	0.2278;0.7722	0.3544;0.6456	s|1e1.1o1|i	2	2	0;1	chr10	+	102421507-102421787;102421513-102421786	102421354-102421512;102421787-102422292	102421513-102421786	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A102422292-102421354
LHPP	ENSG00000107902.14	ENSG00000107902.14:s:124498036-124498128	-0.0351;0.1028;-0.0369	7.372e-02;5.310e-01;8.728e-02	3.945e-01;6.591e-02;3.667e-01	0.1193;0.8068;0.0878	0.0667;0.9226;0.0078	s|1e1.1o1|1e2.1o1|1e3.1o2	3	4	0;0;0	chr10	+	124498128-124498328;124498128-124517180;124498128-124613264	124498036-124498128;124498328-124498514;124517180-124517376;124613264-124614141		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A124614141-124498036
EDRF1	ENSG00000107938.18	ENSG00000107938.18:s:125730272-125730399	-0.1219;0.1219	6.093e-01;6.093e-01	4.024e-02;4.024e-02	0.2465;0.7535	0.0920;0.9080	s|1e1.1o1|1e2.1o1	2	3	0;0	chr10	+	125730399-125731865;125730399-125733404	125730272-125730399;125731865-125731925;125733404-125733551		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A125733551-125730272
TASOR2	ENSG00000108021.20	ENSG00000108021.20:s:5717659-5717750	0.1171;-0.1171	5.712e-01;5.712e-01	4.693e-02;4.693e-02	0.1664;0.8336	0.3102;0.6898	s|1e1.1o1|1e2.1o1	2	3	1;0	chr10	+	5717750-5720260;5717750-5720544	5717659-5717750;5720260-5720397;5720544-5720668		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A5720668-5717659
TASOR2	ENSG00000108021.20	ENSG00000108021.20:t:5712823-5712918	0.1307;-0.0309;-0.0810	6.829e-01;1.128e-01;3.984e-01	3.070e-02;3.345e-01;1.063e-01	0.4007;0.2033;0.3864	0.5499;0.1581;0.2875	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr10	+	5685175-5712823;5709663-5712823;5712539-5712823	5684838-5685175;5709530-5709663;5712394-5712539;5712823-5712918		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A5712918-5684838
TASOR2	ENSG00000108021.20	ENSG00000108021.20:t:5720544-5720668	0.0407;-0.0377;0.1370;-0.0588;-0.0527	1.290e-01;7.840e-02;7.506e-01;2.390e-01;1.961e-01	3.043e-01;3.823e-01;1.938e-02;1.977e-01;2.330e-01	0.0924;0.1213;0.2185;0.2715;0.3076	0.1475;0.0679;0.3588;0.1974;0.2302	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	1;1;0;0;1	chr10	+	5685175-5720544;5712918-5720544;5714207-5720544;5717750-5720544;5720397-5720544	5684838-5685175;5712823-5712918;5714135-5714574;5717659-5717750;5720260-5720397;5720544-5720668		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A5720668-5684838
TSPAN14	ENSG00000108219.15	ENSG00000108219.15:t:80489212-80489314	0.1450;-0.0000;-0.1449	7.498e-01;6.541e-21;7.492e-01	1.969e-02;1.000e+00;1.977e-02	0.4227;0.0011;0.5761	0.5830;0.0010;0.4161	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;0	chr10	+	80454371-80489217;80463127-80489217;80468687-80489217	80454166-80454371;80463088-80463127;80468547-80468687;80489212-80489314		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A80489314-80454166
