# {
#     "changing_threshold": 0.1,
#     "command": "/SAN/vyplab/alb_projects/pipelines/splicing/env/bin/voila tsv /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/builder/splicegraph.sql /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi/Control17-TDP43KD17.deltapsi.voila -f /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi_voila_tsv/Control17-TDP43KD17.psi.tsv --threshold 0.1",
#     "group_sizes": {
#         "Control17": 4,
#         "TDP43KD17": 4
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.3"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	Control17_mean_psi	TDP43KD17_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
SPAG9	ENSG00000008294.21	ENSG00000008294.21:s:50976600-50977221	0.1584;0.0000;-0.1926;0.0326	9.127e-01;7.304e-21;9.869e-01;2.894e-07	6.627e-04;1.000e+00;2.346e-06;5.434e-01	0.3629;0.0014;0.6130;0.0233	0.5236;0.0002;0.4182;0.0560	s|1e1.1o1|1e2.1o2|1e2.2o2|i	4	3	0;1;0;1	chr17	-	50975901-50977108;50974982-50977108;50974947-50977108;50975902-50976599	50974771-50975360;50975863-50975901;50976600-50977221	50975902-50976599	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A50977221-50974771
SPAG9	ENSG00000008294.21	ENSG00000008294.21:s:51009131-51009142	-0.1032;0.1032	4.741e-01;4.741e-01	6.688e-02;6.688e-02	0.8788;0.1212	0.7085;0.2915	s|1e1.1o1|1e2.1o1	2	3	0;1	chr17	-	51007851-51009131;51007326-51009131	51007269-51007326;51007837-51007851;51009131-51009142		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A51009142-51007269
SPAG9	ENSG00000008294.21	ENSG00000008294.21:t:50974771-50975360	0.0000;-0.1519;0.1007;0.0505	7.304e-21;8.762e-01;5.082e-01;7.423e-03	1.000e+00;4.274e-03;6.158e-02;4.658e-01	0.0013;0.5538;0.4121;0.0319	0.0002;0.4020;0.5201;0.0795	t|1e1.1o1|2e1.1o1|2e2.1o1|i	4	3	1;0;0;1	chr17	-	50974982-50977108;50974947-50977108;50974947-50975863;50975361-50975862	50974771-50975360;50975863-50975901;50976600-50977221	50975361-50975862	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A50977221-50974771
ZNF207	ENSG00000010244.19	ENSG00000010244.19:s:32365330-32365591	0.2241;-0.2241	9.993e-01;9.993e-01	4.624e-09;4.657e-09	0.3650;0.6350	0.5908;0.4092	s|1e1.1o1|1e2.1o1	2	3	0;0	chr17	+	32365487-32366665;32365487-32367772	32365330-32365591;32366665-32366757;32367772-32368433		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A32368433-32365330
ZNF207	ENSG00000010244.19	ENSG00000010244.19:s:32372895-32373457	-0.0458;0.2141;0.0000;0.0000;-0.1390	2.579e-01;7.827e-01;1.024e-05;1.024e-05;6.172e-01	1.566e-01;1.062e-02;9.970e-01;9.970e-01;3.452e-02	0.5108;0.1903;0.0030;0.0030;0.3113	0.4293;0.4281;0.0031;0.0031;0.1359	s|1e1.1o3|1e1.2o3|2e1.2o3|2e1.3o3|i	5	2	1;1;0;0;0	chr17	+	32373453-32377915;32373453-32377918;32373457-32377918;32373457-32377921;32373458-32377914	32372895-32373457;32377915-32381885	32373458-32377914	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A32381885-32372895
ZNF207	ENSG00000010244.19	ENSG00000010244.19:t:32367772-32368433	-0.2271;0.2271	1.000e+00;1.000e+00	7.223e-13;9.399e-13	0.5916;0.4084	0.3673;0.6327	t|1e1.1o1|1e2.1o1	2	3	0;0	chr17	+	32365487-32367772;32366757-32367772	32365330-32365591;32366665-32366757;32367772-32368433		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A32368433-32365330
PHF7	ENSG00000010318.21	ENSG00000010318.21:s:52410660-52411339	0.1347;-0.1347	6.227e-01;6.227e-01	3.624e-02;3.624e-02	0.3424;0.6576	0.5087;0.4913	s|1e1.1o1|2e1.1o1	2	2	0;0	chr3	+	52411247-52412811;52411339-52412811	52410660-52411339;52412811-52412920		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A52412920-52410660
ZNF200	ENSG00000010539.12	ENSG00000010539.12:t:3233506-3234195	0.0046;-0.1968;0.1730	4.099e-03;8.511e-01;7.720e-01	8.178e-01;8.552e-03;1.629e-02	0.0134;0.5612;0.4220	0.0321;0.3270;0.6358	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;0	chr16	-	3233836-3235112;3233836-3234987;3233836-3234636	3233506-3234195;3234636-3235070;3235112-3235457		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A3235457-3233506
LRRC23	ENSG00000010626.15	ENSG00000010626.15:s:6909890-6910026	-0.0930;0.1182;-0.0129	4.385e-01;5.631e-01;7.829e-02	7.899e-02;5.113e-02;4.117e-01	0.6600;0.1882;0.1461	0.5150;0.3452;0.1242	s|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr12	+	6910026-6912730;6910026-6913891;6910027-6912729	6909890-6910026;6912730-6913027;6913891-6914241	6910027-6912729	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A6914241-6909890
LRRC23	ENSG00000010626.15	ENSG00000010626.15:t:6913891-6914241	-0.0065;-0.1240;0.0850;0.0399;-0.0000	1.306e-02;6.249e-01;4.086e-01;1.975e-01;7.051e-21	6.553e-01;4.255e-02;1.075e-01;2.319e-01;1.000e+00	0.0853;0.3757;0.0921;0.4475;0.0011	0.0686;0.2381;0.1914;0.5032;0.0009	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0;0;0;0;0	chr12	+	6906662-6913891;6907445-6913891;6910026-6913891;6913027-6913891;6913237-6913891	6906409-6906755;6907315-6907733;6909890-6910026;6912730-6913027;6913102-6913237;6913891-6914241		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A6914241-6906409
SCMH1	ENSG00000010803.16	ENSG00000010803.16:s:41037362-41037541	-0.0000;0.1127;-0.1046	7.051e-21;5.874e-01;5.390e-01	1.000e+00;5.117e-02;6.274e-02	0.0079;0.3588;0.6330	0.0012;0.4889;0.5099	s|1e1.1o2|1e1.2o2|1e2.2o2	3	3	1;0;0	chr1	-	41034102-41037362;41034048-41037362;41028726-41037362	41028584-41028745;41033983-41034102;41037362-41037541		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A41037541-41028584
SCMH1	ENSG00000010803.16	ENSG00000010803.16:s:41159725-41159933	0.0621;0.0838;-0.1719	3.096e-01;4.081e-01;8.231e-01	1.484e-01;1.028e-01;1.159e-02	0.3879;0.1557;0.4697	0.4675;0.2528;0.2794	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr1	-	41152741-41159725;41151684-41159725;41143112-41159725	41142874-41143112;41151614-41151684;41152599-41152741;41159725-41159933		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A41159933-41142874
MBTD1	ENSG00000011258.16	ENSG00000011258.16:s:51260120-51260163	-0.1529;0.1529	6.180e-01;6.180e-01	2.807e-02;2.807e-02	0.3301;0.6699	0.1318;0.8682	s|1e1.1o1|1e2.1o2	2	3	1;0	chr17	-	51259206-51260120;51225209-51260120	51225008-51225224;51259143-51259206;51260120-51260163		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A51260163-51225008
SYT7	ENSG00000011347.10	ENSG00000011347.10:s:61551384-61551463	0.2712;-0.0046;0.0000;-0.2842	9.990e-01;5.013e-02;6.026e-10;9.865e-01	2.441e-07;4.760e-01;1.000e+00;2.179e-04	0.0014;0.1270;0.0014;0.8702	0.2918;0.1099;0.0016;0.5807	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1;0;0;0	chr11	-	61547620-61551384;61547308-61551384;61546255-61551384;61533124-61551384	61532989-61533124;61546031-61546255;61547177-61547308;61547530-61547620;61551384-61551463		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A61551463-61532989
SYT7	ENSG00000011347.10	ENSG00000011347.10:s:61580790-61581148	-0.1017;0.1017	4.984e-01;4.984e-01	6.896e-02;6.896e-02	0.9117;0.0883	0.7701;0.2299	s|1e1.1o1|1e2.1o1	2	3	0;1	chr11	-	61556207-61580790;61533124-61580790	61532989-61533124;61556104-61556207;61580790-61581148		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A61581148-61532989
SYT7	ENSG00000011347.10	ENSG00000011347.10:t:61532989-61533124	0.0566;-0.2371;0.0872;0.0924;-0.0001;-0.0088	1.779e-01;9.640e-01;3.917e-01;4.589e-01;1.172e-06;1.942e-03	2.476e-01;1.155e-03;1.140e-01;8.781e-02;9.920e-01;7.478e-01	0.0294;0.7293;0.0008;0.1807;0.0176;0.0440	0.0997;0.4821;0.1214;0.2832;0.0061;0.0009	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	6	7	1;0;1;0;0;0	chr11	-	61533124-61580790;61533124-61551384;61533124-61547530;61533124-61547177;61533124-61546031;61533124-61538144	61532989-61533124;61538144-61538266;61546031-61546255;61547177-61547308;61547530-61547620;61551384-61551463;61580790-61581148		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A61581148-61532989
MVP	ENSG00000013364.19	ENSG00000013364.19:t:29835704-29835798	-0.1660;-0.0000;0.1674;-0.0000	9.255e-01;6.599e-08;9.369e-01;6.599e-08	2.769e-03;9.998e-01;1.938e-03;9.998e-01	0.9711;0.0023;0.0250;0.0023	0.8013;0.0006;0.1975;0.0006	t|1e2.1o1|1e3.1o2|1e3.2o2|2e1.2o2	4	4	0;0;0;0	chr16	+	29834066-29835704;29834397-29835704;29834437-29835704;29830674-29835760	29830474-29830675;29833935-29834137;29834186-29835505;29835704-29835798		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A29835798-29830474
NUB1	ENSG00000013374.17	ENSG00000013374.17:s:151360141-151360914	-0.1390;0.0000;0.0524;0.0582	7.655e-01;7.305e-21;1.237e-01;1.879e-01	1.861e-02;9.999e-01;3.082e-01;2.353e-01	0.6900;0.0108;0.1209;0.1726	0.5470;0.0196;0.1849;0.2460	s|1e2.1o1|2e3.1o1|3e1.1o1|i	4	4	0;1;0;1	chr7	+	151360247-151366939;151360899-151371971;151360914-151361059;151360915-151361058	151360141-151360914;151361059-151361249;151366939-151367125;151371971-na	151360915-151361058	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A151371981-151360141
DNASE1L1	ENSG00000013563.14	ENSG00000013563.14:s:154411891-154412112	-0.0037;-0.0681;0.0002;0.1136;-0.0069;-0.0022;-0.0102	1.889e-03;3.035e-01;4.107e-06;5.843e-01;2.306e-02;3.539e-04;6.856e-02	7.666e-01;1.556e-01;9.849e-01;5.215e-02;5.821e-01;8.846e-01;4.337e-01	0.0381;0.1865;0.0117;0.2152;0.0839;0.0293;0.4219	0.0293;0.0991;0.0157;0.3645;0.0673;0.0228;0.4002	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o2|1e5.1o1|i	7	6	1;1;0;0;0;0;1	chrX	-	154411357-154411891;154410871-154411891;154409813-154411891;154409675-154411891;154409196-154411891;154405655-154411891;154410040-154411890	na-154410871;na-154411357;154405434-154405655;154408558-154409278;154409418-154410039;154411891-154412112	154410040-154411890	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A154412112-154405434
BID	ENSG00000015475.19	ENSG00000015475.19:s:17774381-17774495	-0.1943;0.0115;0.1755	9.474e-01;4.194e-03;9.230e-01	2.058e-03;6.626e-01;2.272e-03	0.7196;0.0987;0.1790	0.5209;0.1203;0.3549	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr22	-	17750174-17774381;17744013-17774381;17739488-17774381	17739349-17739488;17743803-17744013;17750105-17750174;17774381-17774495		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A17774495-17739349
BID	ENSG00000015475.19	ENSG00000015475.19:t:17739349-17739488	0.1305;0.0023;0.0000;-0.1513;0.0000	7.295e-01;4.877e-10;7.051e-21;8.915e-01;7.051e-21	1.498e-02;9.125e-01;1.000e+00;5.340e-03;1.000e+00	0.1033;0.0142;0.0056;0.8747;0.0002	0.2369;0.0384;0.0025;0.7207;0.0002	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1	5	5	0;0;1;0;0	chr22	-	17739488-17774381;17739488-17750105;17739488-17743807;17739488-17743803;17739488-17740082	17739349-17739488;17740082-17741194;17743803-17744013;17750105-17750174;17774381-17774495		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A17774495-17739349
ATP2C1	ENSG00000017260.20	ENSG00000017260.20:s:130893991-130894337	-0.0585;-0.0290;-0.0000;0.1238	2.638e-01;1.056e-01;7.054e-21;6.413e-01	1.827e-01;3.529e-01;9.997e-01;3.945e-02	0.3899;0.3285;0.0108;0.2626	0.3119;0.2832;0.0008;0.3949	s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1	4	3	0;0;0;0	chr3	+	130894337-130894590;130894337-130894708;130894337-130894731;130894337-130930416	130893991-130894337;130894535-130894775;130930416-130930526		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A130930526-130893991
RUFY3	ENSG00000018189.13	ENSG00000018189.13:s:70789495-70790082	-0.4406;0.0366;0.1876;0.0001;0.1804	1.000e+00;4.497e-03;9.473e-01;7.337e-21;9.855e-01	0.000e+00;5.157e-01;1.484e-03;9.963e-01;1.376e-04	0.7125;0.0235;0.1815;0.0038;0.0731	0.2849;0.0634;0.3709;0.0242;0.2548	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|i	5	4	0;0;0;0;1	chr4	+	70789592-70791225;70789592-70793765;70789592-70793785;70789592-70800141;70790083-70791224	70789495-70790082;70791225-70793557;70793765-70793915;70800141-70800205	70790083-70791224	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A70800205-70789495
TTC27	ENSG00000018699.13	ENSG00000018699.13:s:32758292-32758519	0.0010;0.1375;-0.1645	1.703e-05;7.324e-01;8.768e-01	9.593e-01;2.423e-02;5.154e-03	0.0023;0.7877;0.2101	0.0269;0.9436;0.0280	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr2	+	32758519-32766468;32758519-32777882;32758519-32782626	32758292-32758519;32766468-32766549;32777882-32777980;32782626-32782678		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A32782678-32758292
PHLDB1	ENSG00000019144.19	ENSG00000019144.19:s:118644072-118644302	0.1326;-0.1326	7.154e-01;7.154e-01	2.644e-02;2.644e-02	0.2833;0.7167	0.4232;0.5768	s|1e1.1o1|1e2.1o1	2	3	0;0	chr11	+	118644174-118644647;118644174-118645356	118644072-118644302;118644647-118644691;118645356-118645650		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A118645650-118644072
RNH1	ENSG00000023191.17	ENSG00000023191.17:s:506609-506821	-0.0000;-0.0014;-0.0876;0.0092;0.0004;-0.0632;0.1355	7.051e-21;3.436e-07;4.130e-01;8.961e-04;6.434e-09;2.397e-01;7.182e-01	1.000e+00;9.369e-01;1.032e-01;7.437e-01;9.851e-01;1.958e-01;2.691e-02	0.0048;0.0349;0.4845;0.0219;0.0026;0.2048;0.2432	0.0024;0.0235;0.3888;0.0457;0.0234;0.1238;0.3863	s|1e1.1o5|1e1.2o5|1e1.3o5|1e1.4o5|1e1.5o5|1e2.1o1|1e3.1o1	7	4	1;1;0;1;0;0;0	chr11	-	505050-506609;505001-506609;504996-506609;504972-506609;504888-506609;502249-506609;502181-506609	500840-502181;502214-503570;504824-505050;506609-506821		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A506821-500840
ALAS1	ENSG00000023330.15	ENSG00000023330.15:s:52198086-52198270	0.1231;-0.1413;0.0129;-0.0000	6.479e-01;7.354e-01;1.562e-02;7.051e-21	4.008e-02;2.416e-02;6.132e-01;1.000e+00	0.3310;0.6024;0.0541;0.0055	0.4755;0.4429;0.0808;0.0007	s|1e1.1o1|1e2.1o2|1e2.2o2|2e2.1o2	4	3	0;0;0;1	chr3	+	52198255-52198672;52198255-52199210;52198255-52199221;52198270-52199210	52198086-52198270;52198672-52198848;52199210-52199440		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A52199440-52198086
RTEL1-TNFRSF6B	ENSG00000026036.22	ENSG00000026036.22:s:63685791-63685872	-0.0449;0.1005;-0.0396	1.764e-01;4.981e-01;1.753e-01	2.552e-01;7.232e-02;2.569e-01	0.1572;0.4685;0.3772	0.0940;0.6017;0.3096	s|1e1.1o2|1e1.2o2|i	3	2	1;0;1	chr20	+	63685872-63686004;63685872-63687638;63685873-63686003	63685791-63685872;63686004-63687770	63685873-63686003	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A63687770-63685791
AGPAT4	ENSG00000026652.15	ENSG00000026652.15:s:161165838-161166417	0.0022;-0.6768;0.6466	9.633e-05;1.000e+00;1.000e+00	9.166e-01;0.000e+00;1.276e-20	0.0021;0.9769;0.0210	0.0298;0.3093;0.6621	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr6	-	161165713-161166248;161154310-161166248;161153499-161166248	161153346-161153499;161154145-161154310;161160105-161165713;161165838-161166417		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A161166417-161153346
AGPAT4	ENSG00000026652.15	ENSG00000026652.15:t:161153346-161153499	-0.0002;0.6500;0.0002;-0.6632;-0.0000	4.622e-06;1.000e+00;6.281e-07;1.000e+00;7.051e-21	9.896e-01;1.268e-20;9.919e-01;0.000e+00;1.000e+00	0.0083;0.0192;0.0013;0.9664;0.0013	0.0056;0.6682;0.0155;0.3125;0.0010	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2	5	5	1;1;1;0;1	chr6	-	161153499-161232036;161153499-161166248;161153499-161165577;161153499-161154149;161153499-161154145	161153346-161153499;161154145-161154310;161160105-161165713;161165838-161166417;161232036-161232302		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A161232302-161153346
INSRR	ENSG00000027644.5	ENSG00000027644.5:s:156844175-156844280	0.1247;-0.1247	6.126e-01;6.126e-01	4.323e-02;4.323e-02	0.4950;0.5050	0.6483;0.3517	s|1e1.1o1|i	2	2	0;1	chr1	-	156843479-156844175;156843480-156844174	156843427-156843479;156844175-156844280	156843480-156844174	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A156844280-156843427
B4GALT7	ENSG00000027847.14	ENSG00000027847.14:s:177600132-177600260	-0.0011;-0.0104;0.1019;-0.0000;-0.0569	1.938e-04;9.048e-03;4.951e-01;2.563e-07;2.721e-01	9.593e-01;6.965e-01;7.008e-02;9.997e-01;1.732e-01	0.0190;0.0455;0.7383;0.0021;0.1929	0.0017;0.0159;0.8725;0.0017;0.1117	s|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3|i	5	3	0;0;0;0;1	chr5	+	177600260-177601426;177600260-177604066;177600260-177604179;177600260-177604279;177600261-177601425	177600132-177600260;177601426-177601503;177604066-177604541	177600261-177601425	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A177604541-177600132
B4GALT7	ENSG00000027847.14	ENSG00000027847.14:t:177604066-177604541	-0.0069;0.1436;-0.0128;-0.0686;-0.0000;-0.0127	4.289e-03;6.616e-01;9.962e-03;3.109e-01;2.802e-08;8.730e-02	7.748e-01;3.093e-02;6.665e-01;1.493e-01;9.999e-01;3.922e-01	0.0368;0.6310;0.0489;0.1253;0.0015;0.1532	0.0146;0.8007;0.0086;0.0415;0.0013;0.1304	t|1e1.1o1|2e1.1o1|2e2.1o1|2e3.1o1|3e1.1o1|i	6	4	0;0;0;1;0;1	chr5	+	177600260-177604066;177600260-177604179;177601503-177604179;177603364-177604179;177600260-177604279;177601504-177604065	na-177603364;177600132-177600260;177601426-177601503;177604066-177604541	177601504-177604065	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A177604541-177600132
ANK1	ENSG00000029534.21	ENSG00000029534.21:s:41684544-41684690	-0.1998;0.1284;0.0492	7.923e-01;6.478e-01;2.682e-01	1.139e-02;3.850e-02;1.590e-01	0.5953;0.0110;0.3894	0.3725;0.1741;0.4691	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;0	chr8	-	41672912-41684544;41672529-41684544;41672426-41684544	41672354-41672426;41672516-41672912;41684544-41684690		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A41684690-41672354
PIAS1	ENSG00000033800.14	ENSG00000033800.14:s:68192154-68192302	-0.1092;0.1092	5.240e-01;5.240e-01	6.547e-02;6.547e-02	0.1667;0.8333	0.0127;0.9873	s|1e1.1o1|i	2	2	0;0	chr15	+	68192302-68193516;68192303-68193515	68192154-68192302;68193516-68193847	68192303-68193515	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A68193847-68192154
ASTE1	ENSG00000034533.12	ENSG00000034533.12:s:131018505-131018716	0.1112;-0.1112	5.714e-01;5.714e-01	5.650e-02;5.650e-02	0.0352;0.9648	0.1676;0.8324	s|1e1.1o1|1e2.1o1	2	3	0;0	chr3	-	131017049-131018506;131016339-131018506	131016144-131016339;131016990-131017049;131018505-131018716		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A131018716-131016144
SH3YL1	ENSG00000035115.22	ENSG00000035115.22:s:259423-260292	-0.0191;-0.1525;0.1837	6.608e-02;6.815e-01;7.670e-01	4.372e-01;2.652e-02;1.446e-02	0.0882;0.4112;0.4853	0.0667;0.2331;0.7129	s|1e1.1o2|1e2.1o1|i	3	3	0;0;1	chr2	-	256690-260085;253115-260085;256691-259422	253005-253115;255876-256690;259423-260292	256691-259422	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A260292-253005
SH3YL1	ENSG00000035115.22	ENSG00000035115.22:s:262201-262786	0.0000;-0.1131;0.0023;0.0354;0.0410	2.962e-06;5.723e-01;5.115e-03;1.104e-01;2.026e-01	9.986e-01;5.356e-02;7.631e-01;3.412e-01;2.252e-01	0.0022;0.1906;0.0339;0.0220;0.7543	0.0028;0.0583;0.0312;0.0923;0.8151	s|1e1.2o2|1e2.2o2|1e3.1o1|2e1.1o2|i	5	4	0;0;0;0;1	chr2	-	260897-262631;260702-262631;253115-262631;261130-262201;261324-262200	253005-253115;260343-260720;260804-261323;262201-262786	261324-262200	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A262786-253005
SH3YL1	ENSG00000035115.22	ENSG00000035115.22:s:263211-263372	0.1420;0.0047;-0.0031;-0.0404;-0.0012;-0.0699	6.340e-01;7.983e-03;5.314e-04;1.567e-01;1.802e-02;3.261e-01	3.312e-02;6.701e-01;8.825e-01;2.804e-01;6.103e-01;1.269e-01	0.2897;0.0276;0.0244;0.1317;0.0746;0.4385	0.4662;0.0429;0.0120;0.0725;0.0732;0.3431	s|1e1.1o2|1e1.2o2|1e2.1o2|1e3.2o2|1e4.1o1|i	6	5	0;0;1;0;0;1	chr2	-	262786-263211;262750-263211;261130-263211;260702-263211;253115-263211;262787-263210	253005-253115;260343-260720;260804-261323;262201-262786;263211-263372	262787-263210	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A263372-253005
SH3YL1	ENSG00000035115.22	ENSG00000035115.22:t:230378-231191	-0.1852;0.1852	9.326e-01;9.326e-01	2.795e-03;2.795e-03	0.2796;0.7204	0.0890;0.9110	t|1e1.1o1|1e2.1o1	2	3	0;0	chr2	-	231191-234160;231191-233101	230378-231191;232915-233229;234160-234272		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A234272-230378
SH3YL1	ENSG00000035115.22	ENSG00000035115.22:t:253005-253115	0.2978;-0.0127;0.0128;0.0001;0.0095;0.0006;-0.1864;-0.0952	9.723e-01;1.180e-02;1.242e-02;8.832e-07;1.998e-02;7.988e-05;8.739e-01;4.689e-01	6.732e-04;6.532e-01;6.330e-01;9.970e-01;5.934e-01;9.546e-01;7.059e-03;7.747e-02	0.1499;0.0433;0.0229;0.0007;0.0584;0.0175;0.3314;0.3733	0.4558;0.0050;0.0518;0.0089;0.0768;0.0184;0.1250;0.2487	t|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1|1e5.1o1|1e6.1o2|1e7.1o1|1e8.1o1	8	9	0;0;0;0;0;0;0;0	chr2	-	253115-264782;253115-264542;253115-264084;253115-263984;253115-263211;253115-262631;253115-260085;253115-256207	253005-253115;255876-256690;259423-260292;262201-262786;263211-263372;263984-264032;264084-264392;264542-264568;264782-264866		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A264866-253005
SH3YL1	ENSG00000035115.22	ENSG00000035115.22:t:262201-262786	-0.0464;-0.0000;0.1498;0.0058;-0.0931	1.806e-01;3.143e-08;6.413e-01;1.803e-02;4.408e-01	2.500e-01;9.999e-01;2.916e-02;5.972e-01;8.013e-02	0.1100;0.0017;0.3352;0.0325;0.4904	0.0481;0.0017;0.5157;0.0499;0.3765	t|1e1.1o1|1e2.1o1|1e3.1o1|2e3.1o1|i	5	4	0;0;0;0;1	chr2	-	262786-264782;262786-264703;262786-263211;262750-263211;262787-263210	262201-262786;263211-263372;264703-264743;264782-264866	262787-263210	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A264866-262201
FAM136A	ENSG00000035141.8	ENSG00000035141.8:s:70301604-70302090	0.1440;-0.1364;0.0000;-0.0000	8.216e-01;7.818e-01;7.051e-21;7.051e-21	6.639e-03;1.091e-02;1.000e+00;1.000e+00	0.0567;0.9352;0.0005;0.0061	0.2022;0.7968;0.0005;0.0005	s|1e1.1o1|1e2.1o1|2e2.1o1|3e2.1o1	4	3	0;0;0;0	chr2	-	70301603-70301925;70300980-70301925;70300980-70301670;70300980-70301604	70300508-70300980;70301408-70301603;70301604-70302090		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A70302090-70300508
NSMAF	ENSG00000035681.9	ENSG00000035681.9:s:58589752-58590074	0.1375;-0.1375	7.726e-01;7.726e-01	1.451e-02;1.451e-02	0.8328;0.1672	0.9795;0.0205	s|1e1.1o2|1e1.2o2	2	2	0;0	chr8	-	58589575-58590007;58589558-58590007	58589452-58589656;58589752-58590074		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A58590074-58589452
